Легион-М, ООО;+7 (812) 983–90–07, +7 (812) 365–43–52;Бизнес-центр ДИП,Санкт-Петербург, Елизарова проспект, 41;www.pklegion-m.com;
НеваБетон, ООО;+7 (812) 425–31–00;Санкт-Петербург, Красногвардейский переулок, 15;www.nevabeton.com;
ВЕГА ЖБИ, ООО;+7–960–271–05–51, +7 (812) 445–28–44;Санкт-Петербург, Набережная Обводного канала, 136 к63;;
ИПС-Снабжение, ООО;+7 (812) 426–95–85;Санкт-Петербург, Ватутина, 17 лит Б;ips-zbi.ru;
МаксСтрой;+7–905–231–67–86, +7 (81362) 2–94–26, +7–962–688–34–94;Кировск, Северная, 4;maksstroy.su;
ЕВРОПРОМАРМАТУРА-М, ООО;+7 (812) 242–80–08;Санкт-Петербург;;
Вест Групп, ООО;+7 (812) 646–51–31;Деловой центр Кварц,Санкт-Петербург, Пискарёвский проспект, 63;westgr.ru;
СтройПродукт, ООО;+7 (812) 702–48–08, +7–911–963–33–34;ТРК Заневский каскад 2,Санкт-Петербург, Заневский проспект, 71 к2;pkstroyprodukt.ru;
Русь;+7 (812) 635–74–12;ТРК Гранд Каньон,Санкт-Петербург, Энгельса проспект, 154 лит А;www.tdrusspb.ru;
Конкорд бетон Северо-Запад, ООО;+7 (812) 984–57–70, +7 (812) 646–76–36, +7–905–222–93–82;Санкт-Петербург, На Турухтанные Острова дорога, 20 к4;www.betonbalt.ru;
Стройиндустрия, ООО;+7 (812) 243–13–26;Санкт-Петербург, Набережная Обводного канала, 14 лит С;www.zavod-gbk.ru;
Блок Строй, ООО;+7–911–927–68–44, +7–911–018–19–19, +7 (812) 985–47–47;Санкт-Петербург, Ропшинское шоссе, 8 лит В;blokstroy-spb.ru;
ЛенОблСтрой, ООО;+7–964–342–93–86, +7 (812) 642–24–16, +7 (812) 647–82–62, +7 (812) 647–82–63, +7 (812) 647–82–64;БЦ Петергофский 73,Санкт-Петербург, Петергофское шоссе, 73 лит У;;
Гранит, ООО;+7 (812) 384–49–00, +7 (812) 939–44–22;Санкт-Петербург, Обуховской Обороны проспект, 112 лит И;granit-spb.ru;
Декор-Монтаж, ООО;+7–905–273–32–05;ТК Ланской,Санкт-Петербург, Студенческая, 10;karnizz.ru;
Реал-Строй, ООО;+7 (812) 983–61–60, +7 (812) 646–70–30;ДЦ Минерал,Санкт-Петербург, Минеральная, 13 лит А;real-beton.ru;
СЗРТ, ООО;+7 (812) 983–49–11, +7–911–114–13–94;Деловой центр Кварц,Санкт-Петербург, Пискарёвский проспект, 63;szrtstroy.ru;
Стройбетон, ЗАО;+7–921–917–18–81, +7 (812) 301–01–14;Санкт-Петербург, Ново-Никитинская, 3;;
Прометей;+7 (812) 577–77–00;Санкт-Петербург, Революции шоссе, 88;prometey.pro;
Конструктив;+7 (812) 676–34–36;БЦ Северина,Санкт-Петербург, Финляндская, 24 лит Б;www.konstructiv.su;
НОРД-СНАБ, ООО;+7 (812) 954–02–11;пос. Мурино, Привокзальная площадь, 3/2;www.nordsnab.spb.ru;
СТК Дедал;+7 (812) 748–26–88;БЦ Кварц,Санкт-Петербург, Пискарёвский проспект, 63 лит А;www.dedalspb.ru;
Стоик, ООО;+7 (812) 766–36–47, +7 (812) 702–76–68;Санкт-Петербург, Волковский проспект, 146 к3;;
М-ЖБИ;+7–967–520–86–25;Санкт-Петербург, Школьная, 153 лит М;mzhbi.ru;
НеваБетон, ООО;+7 (812) 425–31–00;Санкт-Петербург, Уманский переулок, 74а;www.nevabeton.com;
ГСК, ООО;+7 (812) 336–16–53;пгт Кузьмоловский, Победы, 10а;www.gskmetall.ru;
Селена Строймаркет;+7 (812) 985–72–55, +7–905–222–66–32, +7 (812) 449–90–31;Санкт-Петербург, Профессора Качалова, 9;;
Строймастер;+7 (812) 595–06–29, +7 (812) 296–07–81;Санкт-Петербург, Учебный переулок, 2;www.stroymaster2001.ru;
ЗЕНИТ;+7 (812) 635–68–16, +7 (812) 635–68–22, +7–911–788–58–67, +7–960–244–74–13;Санкт-Петербург, Чапаева, 25;www.tdzgroup.ru;
Альфа Бетон ЖБИ, ООО;+7 (812) 929–12–15;Санкт-Петербург, Предпортовая, 2;www.alfabetonspb.ru;
Северо-Западное строительное управление;+7 (812) 963–93–69;Санкт-Петербург, Обуховской Обороны проспект, 120 лит К;szsu.ru;
ЛК, ООО;+7 (812) 454–54–13, +7–921–984–31–23;Санкт-Петербург, Глазурная, 10;lotkigbi.ru;
БЕТО, ООО;+7 (812) 923–96–88, +7–911–923–96–88;Санкт-Петербург, Приморское шоссе, 140 к4а;piter1beton.ru;
Бетокон, ООО;+7 (812) 372–54–98, +7 (812) 372–54–99;Санкт-Петербург, Донецкая, 2а;betokon.ru;
ТД СтройТорг, ООО;+7 (812) 336–19–57;Гатчина, 7 Армии, 10а к2;stroytorgooo.ru;
СеверСити, ООО;+7 (812) 363–43–88;Санкт-Петербург, Магнитогорская, 51 лит С-Э;www.seversity.ru;
СБ-конструкция, ООО;+7 (812) 498–98–88, +7 (812) 498–22–22;Санкт-Петербург, Гражданский проспект, 11;www.sbcompany.ru;
М-ЖБИ;+7–967–520–86–25;Санкт-Петербург, Уманский переулок, 74;mzhbi.ru;
ЖБИ Элемент, ООО;+7 (812) 297–15–86, +7–921–951–68–50;Санкт-Петербург, Муринский 2-й проспект, 49;jbi-element.ru;
Мастер, ООО;+7–921–795–94–93;Санкт-Петербург, Ропшинское шоссе, 8;mastergk.ru;
Техкомплект;+7–921–341–65–45, +7–921–341–92–23;Санкт-Петербург, Грузовой проезд, 17;;
ПК ЖБИ-ПАРК, ООО;+7 (812) 438–04–62;Гатчина, 7 Армии, 10а к2;gbipark.ru;
Координатор;+7 (812) 958–10–59, +7 (812) 596–93–50;Санкт-Петербург, Ленинградская, 93;www.coordinatorspb.ru;
БетоНИКА, ООО;+7 (812) 777–73–00;Санкт-Петербург, Оптиков, 22 лит Б;betonicaspb.ru;
Северная Строительная Компания, АО;;Санкт-Петербург, Новолитовская, 15 лит А;;
Энергорост;+7 (812) 972–12–19, +7 (812) 309–45–00;Санкт-Петербург, Якорная, 15 к2;www.spb357.ru;
