—“ќ”Ќ –ќ”«;+7Ц916Ц707Ц27Ц49;ћосква, Ќагатинский 1-й проезд,†2 ст4Ѕ;stonerose.ru;stonerosemoscow@gmail.com
¬ита ‘лор;+7Ц964Ц715Ц95Ц16;ћосква, јдмирала Ћазарева,†2;;
–оза 33;+7Ц915Ц024Ц84Ц24, +7Ц906Ц093Ц36Ц36;ћосква, »вантеевска€,†32 к1;www.roza33.ru;
ETOILE FLORA;+7Ц985Ц929Ц33Ц20;ћосква, ”ткина,†48 ст4;www.etoileflora.ru;
ƒќћ –ќ«;+7 (495) 521Ц03Ц51, +7Ц926Ц330Ц98Ц99, +7Ц915Ц240Ц98Ц99, +7Ц925Ц116Ц38Ц57;»вантеевка, ÷ентральный проезд,†7;дом-роз.рф;
Virgin`s Bloom;+7 (495) 997Ц31Ц11, +7Ц985Ц997Ц31Ц11;ћосква, «убовский бульвар,†29;virginsbloom.ru;
‘Ћќ–Ё¬»Ћ№;+7 (495) 796Ц10Ц10;ћосква, —тупинский проезд,†1 ст6;www.floreville.ru;
 иоск по продаже цветов;;ћосква, Ѕольша€ „еркизовска€,†2 к1 киоск;;
Darvin & Vestra;+7Ц925Ц709Ц97Ц38;ћосква, ѕривольна€,†57 к1;mirzhvetov-flowers.ru;
Rozantin;+7Ц977Ц770Ц70Ц81;ƒ÷ ўербаковский,ћосква, ўербаковска€,†3;rozantin.ru;
ќптово-розничный цветочный склад-магазин;+7 (495) 762Ц60Ц04, +7Ц916Ц735Ц88Ц90;ћосква, Ќовокузнецка€,†34 ст3;opt-flowers.ru;
÷ветыш;+7 (495) 504Ц20Ц42, +7 (495) 968Ц06Ц65;ћосква, —имоновский ¬ал,†15;www.rozbl.ru;info@rozbl.ru
јртишок;+7 (495) 340Ц57Ц16;ћосква, Ѕорисовские ѕруды,†16 к3;;
÷веточна€ мастерска€ “ать€ны  удр€шовой;+7Ц916Ц371Ц55Ц89;Ѕ÷ √ефест,ћосква, ƒмитровское шоссе,†157 ст7;eventbuket.ru;
 иоск по продаже цветов;;ћосква, ѕрофсоюзна€,†87/5 киоск;;
ћагазин цветов;+7Ц916Ц287Ц53Ц33;ћосква, ”ральска€,†1;;
Friday`s flower;+7Ц906Ц708Ц28Ц44;ћосква;www.fridaysflower.ru;
÷¬≈“ќ„Ќџ… 24;+7Ц999Ц555Ц24Ц24;ћосква, ѕаркова€ 15-€,†18 к1;flw24.ru;
»зобилие;;ћосква, Ћенинский проспект,†37а;;
‘лор-ƒизайн, ќќќ;;ћосква, Ћюблинска€,†165 к2;;
»мпери€ –оз;+7 (495) 621Ц42Ц27;ћосква,  узнецкий мост,†19 ст2;imp-roz.ru;
÷ветэлль;+7Ц964Ц705Ц92Ц06, +7Ц968Ц606Ц03Ц03;“÷ √усарска€ Ѕаллада,пос.†¬Ќ»»——ќ , ƒениса ƒавыдова,†7;cvetelle.ru;
÷веточна€ база 24;+7 (495) 227Ц24Ц24, +7Ц926Ц225Ц33Ц77;ћосква, —умской проезд,†вл9Ѕ;flowerbase24.ru;
√ородские цветы;+7Ц903Ц541Ц07Ц31, +7 (498) 303Ц07Ц66;Ѕалашиха, —оветска€,†1/7;;
FLOWER POWER;+7 (499) 243Ц76Ц24;ћосква,  утузовский проспект,†8;flowerpower.ru;
√армони€-‘лора;+7 (495) 956Ц30Ц40, +7 (499) 243Ц46Ц03, +7 (499) 243Ц18Ц54, +7 (499) 322Ц18Ц54;ћосква,  утузовский проспект,†5;www.garmonia-flora.ru;
÷веты мира;;ћосква, ярославское шоссе,†вл116;cvm24.ru;
≈вро ‘лористика, ќќќ;+7 (495) 644Ц11Ц55;ћосква, ѕеровска€,†65 ст11;e-flor.ru;
÷веточный магазин;;ћосква, јлтуфьевское шоссе,†64;;
÷веточна€ база є1;;ћосква, ¬олгоградский проспект,†57;;
√ород роз;+7 (495) 226Ц32Ц06;ћосква,  омсомольский проспект,†30;www.cityrose.ru;
»нцветопт;+7 (495) 918Ц26Ц44;ћосква, ўербаковска€,†35;;
ћай-ћай;+7Ц916Ц116Ц23Ц89;ћосква, проспект ћира (¬ƒЌ’),†119 ст47;maymay.pro;
O`letta;+7Ц916Ц458Ц33Ц43;ћосква,  алужска€ площадь,†1 ст2;www.oletta-flowers.ru;
O`Letta;+7Ц903Ц163Ц44Ц77;ћосква, ¬ерейска€,†29 ст134;www.oletta.ru;
I do me too;+7 (495) 723Ц99Ц94; ремль в »змайлово,ћосква, »змайловское шоссе,†73ж;idometoo.ru;
¬ ÷ветј’!;+7Ц906Ц731Ц40Ц30;ѕодольск,  арла ћаркса,†27;вцветах.рус;
‘лЄр д`Ёлен;+7Ц906Ц774Ц39Ц32;ћосква;www.dostavka-buketov.ru;
Cvetilistya;+7Ц977Ц826Ц61Ц06;ћосква, Ћенинградский проспект,†47;;
ћега-÷вет;8Ц800Ц500Ц24Ц22, +7 (495) 679Ц95Ц33;ћосква, јндропова проспект,†20Ѕ;megacvet24.ru;
јлЄнка;+7Ц925Ц300Ц01Ц41, +7Ц925Ц300Ц05Ц45;рп.†“омилино, ∆уковского,†2 киоск;;
Ѕукетно-конфетный период;+7Ц915Ц437Ц66Ц00;“–÷ Avenue Southwest,ћосква, ¬ернадского проспект,†86а;rozaros.ru;
÷веточка;+7 (499) 346Ц64Ц61;Ѕалашиха, —вердлова,†54;;
LiaFlora;+7Ц985Ц985Ц88Ц20;ћосква, —тромынка,†15;liaflora.ru;
÷ветоша;+7Ц926Ц698Ц35Ц24;“÷ “ук-“ук, ћосква, ћатвеевска€,†2;cvetosha.ru;
ћега-÷вет;8Ц800Ц500Ц24Ц22, +7 (495) 675Ц53Ц89;ћосква, ¬елозаводска€,†11/1;megacvet24.ru;
÷веточный –ай;+7 (495) 506Ц33Ц93;ћосква, √вардейска€,†16;www.smilingflowers.ru;
Ѕаза ÷ветов;+7Ц916Ц219Ц22Ц85, +7 (495) 744Ц77Ц77;»стра, 9 √вардейской ƒивизии,†42;www.24flo.ru;
‘лорико;+7Ц967Ц128Ц93Ц94;ћосква, Ѕахрушина,†28;;
Ѕабочка;+7Ц916Ц470Ц23Ц05;ћосква, —ерпуховский ¬ал,†5;babochka.msk.ru;
ёкка, ќќќ;+7 (495) 645Ц56Ц57;ћосква, јмурска€,†1 ст6;flowersfarm.ru;
‘абрика букетов;+7 (495) 509Ц70Ц71, +7 (495) 969Ц52Ц32;ћосква, Ўверника,†17 к1 ст1;www.fabrikabuketov.ru;
÷веты в цветах;+7 (495) 500Ц89Ц89;“÷ —вод, ћосква, „ертановска€,†1г;;
Mio Florist;+7Ц916Ц091Ц75Ц85, +7Ц916Ц611Ц90Ц85;јвилон ѕлаза,ћосква, ¬олгоградский проспект,†43 ст3;;
÷¬≈“џ &  ќ‘≈;+7 (498) 683Ц11Ц22, +7Ц916Ц660Ц33Ц25;’имки, Ћенинский проспект,†1;buketkrasivo.ru;
Lady & FlЄr;+7 (499) 735Ц77Ц55;«еленоград, «еленоград,†к241;www.ladyf.ru;
—оло Ё;+7 (495) 366Ц73Ц70, +7 (499) 369Ц10Ц21, +7 (495) 918Ц21Ц35;ћосква, ћажоров переулок,†4/6;www.fructi.ru;
÷веточна€ кухн€;+7 (495) 694Ц33Ц53;ћосква, —трастной бульвар,†6 ст1;;
Bloomdecor;+7Ц903Ц215Ц01Ц61;ћосква, ќсенний бульвар,†10 к1;bloomdecor.ru;
÷веты от ћачелюка;+7 (495) 589Ц11Ц40;ћосква,  омсомольска€ площадь,†1а ст18;macheliuk.ru;
“урандот;+7 (495) 580Ц75Ц25;ћосква, “верской бульвар,†26;tvrandot-flowers.ru;
Ќежные чувства;+7Ц968Ц063Ц16Ц65, +7Ц916Ц950Ц77Ц98;ћосква, Ќиколо€мска€,†26 ст1а;yourflowerstore.ru;
ћарийка;+7Ц916Ц979Ц87Ц36;ћосква,  л€зьминска€,†8 к2;марийка.рф;
Herbarium;+7 (495) 647Ц62Ц09; унцево ѕлаза, ћосква, ярцевска€,†19;www.herbarium.ru;
 рафт;8Ц800Ц707Ц43Ц76;ћосква, ѕавелецкий 3-й проезд,†4;;
Space Flowers;+7 (495) 600Ц65Ц53;ћосква, ћещанска€,†2;Space-flowers.ru;
ѕланета цветов;8Ц800Ц550Ц19Ц90, +7 (499) 110Ц70Ц20;ћосква, ’орошЄвский 2-й проезд,†7 ст14;i-flowers.ru;
Flower Season;+7Ц925Ц054Ц27Ц14;Ѕѕ Ќа ƒонском,ћосква, ƒонской 5-й проезд,†15 ст4;;
ƒе “уаль;;Ћюберцы, ќкт€брьский проспект,†10 к1 вл1;;
÷¬≈“ќ„ ј;+7 (495) 150Ц06Ц07, +7 (495) 635Ц19Ц48;д.†∆уковка, ∆уковка д,†67;www.cve.me;
Ѕольше, чем цветы;+7Ц964Ц594Ц25Ц52;–еутов, ёбилейный проспект,†72;;
ћос÷ветћаркет;;ћосква, ќткрытое шоссе,†5 к1;;
–озовое яблоко;+7 (495) 795Ц94Ц83;ћосква, ћала€  алужска€,†15 ст1;pink-apple.ru;
‘лори€;8Ц800Ц200Ц31Ц35, +7Ц980Ц888Ц00Ц70, +7Ц926Ц575Ц66Ц96;ћосква, ясенева€,†10 к1;florbaza77.ru;
Blanch flowers;+7 (495) 768Ц64Ц69;ћосква, –ижска€ площадь,†9 ст4;;
STOP! Ѕукет;+7Ц926Ц952Ц76Ц78;ћосква, ћосфильмовска€,†53;stop-buket.ru;
“ерритори€ цветов;+7 (495) 134Ц42Ц79, +7Ц965Ц339Ц61Ц10;ћосква, Ќародного ќполчени€,†34 ст3;www.bazaflor.ru;
—еть магазинов цветов;+7Ц985Ц681Ц02Ц14, +7Ц925Ц530Ц40Ц15;ћосква, ѕогонный проезд,†14 к2;;
Lacy Bird;+7Ц962Ц934Ц87Ц18;ћосква, ”сачЄва,†26;lacybird.ru;
 офейник –епейник;+7Ц905Ц717Ц61Ц37;ћосква, ѕетровско-–азумовский проезд,†16;;
Ћейка;+7Ц926Ц590Ц78Ц42;ћосква, ћитинска€,†52;;
Ёстейт √рупп, ќќќ;;ћосква, ћаршала “ухачевского,†38 киоск;;
÷веты мира;;ћосква, ѕлещеева,†2 ст1;cvm24.ru;
÷арство цветов;+7 (495) 234Ц41Ц52, +7 (495) 234Ц45Ц12, +7Ц965Ц208Ц71Ц11;ћосква, Ёлектролитный проезд,†3 к2;flowerchina.ru;
Flower Project;+7Ц903Ц722Ц05Ц32;јфимолл —ити,ћосква, ѕресненска€ набережна€,†2;www.buketdostavka.com;
‘лораћаркт;+7 (499) 709Ц71Ц86, +7 (495) 610Ц62Ц53;ћосква, Ѕутырска€,†86Ѕ;floramarkt.su;
“рейд-Ћ“ƒ, ќќќ;;Ѕалашиха, —вердлова,†28Ѕ киоск;;
÷ветовик;+7 (495) 777Ц10Ц28, +7 (495) 777Ц10Ц28;ћосква, ўЄлковское шоссе,†56/72;moscow.cvetovik.com;info@cvetovik.com
ƒќћ –ќ«;+7 (495) 521Ц03Ц51, +7Ц926Ц330Ц98Ц99, +7Ц915Ц240Ц98Ц99, +7Ц925Ц864Ц11Ц05;ќрехово-«уево, Ћенина,†56;дом-роз.рф;
FlorMarket.ru;+7Ц925Ц025Ц96Ц50;ћосква, ¬одопроводный переулок,†2;flormarket.ru;
ћагазин цветов;+7Ц926Ц196Ц85Ц96;ћосква, Ѕескудниковский бульвар,†2 к1;;
VCWorld;+7Ц985Ц578Ц42Ц42;¬идное, ЅерЄзова€,†7;vcworld.ru;
Ѕела€ роза;+7Ц903Ц742Ц53Ц11;ћосква, ƒыбенко,†14 к2;;
69;+7Ц926Ц706Ц69Ц69;ћосква,  расна€ ѕресн€,†6/2 ст1;flower69.ru;
Petite Fleur;+7Ц910Ц400Ц29Ц05, +7 (495) 607Ц34Ц15;ћосква, ”ланский переулок,†21 ст1;www.petite-fleur.ru;
Green street;+7Ц926Ц041Ц04Ц15, +7Ц926Ц553Ц19Ц96;ћосква, ƒостоевского,†1;;
Flowerrr.ru;+7Ц925Ц887Ц25Ц20, +7Ц925Ц191Ц11Ц09;ћосква;flowerrr.ru;
Flora;+7Ц925Ц104Ц82Ц13, +7Ц926Ц722Ц75Ц78;Ѕ÷ East Gate,ћосква, ўЄлковское шоссе,†100 к1;;
ћагазин цветов;;ћосква, ѕокровка,†2/1 ст1;;
–оза ѕлаза;+7 (499) 703Ц43Ц25, +7Ц966Ц114Ц22Ц38;ћосква, ѕартизанска€,†20;rozaplaza.ru;
÷ветмагаzЏ;+7Ц916Ц379Ц46Ц12, +7Ц926Ц280Ц88Ц36;ћосква, ўербаковска€,†53 к15;;
ћиамор;+7Ц963Ц977Ц03Ц32;ћосква, ћира проспект,†97;www.butik-miamor.ru;
Ћантана, ќќќ;+7Ц963Ц922Ц22Ц52;д.†јпаринки, јпаринки д,†вл1;;
LAVENDERSHOP.ME;+7 (499) 340Ц01Ц44;ћосква, Ѕольша€ Ќоводмитровска€,†36 ст2;lavendershop.me;
√лори€;8Ц800Ц777Ц28Ц37, +7 (495) 481Ц40Ц70;ѕавловский ѕосад,  алинина,†вл1;tyulpany.ru;
Flora Express;8Ц800Ц333Ц60Ц50, +7 (495) 225Ц54Ц87;ћосква, √ил€ровского,†16 ст2;www.floraexpress.ru;
ћос-цветы.рф;+7Ц985Ц465Ц95Ц91, +7 (499) 643Ц58Ц80, +7Ц977Ц117Ц89Ц56;ћожайский ƒвор,рп.†Ќовоивановское, јмбулаторна€,†50;www.mos-flower.ru;
Flower Project;+7Ц903Ц722Ц05Ц32;ќхотный р€д,ћосква, ћанежна€ площадь,†1 ст2;www.buketdostavka.com;
Green lips;+7 (495) 626Ц58Ц36, +7 (495) 626Ц58Ц35;AZIMUT ќтель ќлимпик,ћосква, ќлимпийский проспект,†18/1;greenlips.ru;
—юрприз;+7Ц926Ц359Ц09Ц09, +7Ц926Ц134Ц27Ц70;ѕодольск,  ирова,†42в;marketflowers.ru;
ѕодворье;+7 (495) 741Ц36Ц39, +7 (495) 741Ц38Ц62;ћосква,  омдива ќрлова,†6;www.podvorje.ru;
÷веты на «аводской;+7Ц903Ц129Ц84Ц04;ƒолгопрудный, ЋихачЄвское шоссе,†14а;ffdol.ru;
јзали€ ƒекор;+7 (495) 933Ц26Ц94, +7 (495) 980Ц11Ц77, +7 (495) 980Ц11Ц77, +7 (495) 980Ц11Ц77;ћосква, ћагистральна€ 3-€,†12 ст1;www.azaliadecor.ru;
≈вро‘лор;+7 (495) 221Ц18Ц29, +7 (495) 730Ц75Ц00;ћосква, ѕеровска€,†65 ст11;;
‘рези€;+7 (495) 941Ц30Ц06, +7Ц985Ц725Ц52Ц20;ћосква, ’орошЄвское шоссе,†50 к1;;
Ѕукет-Ёлит;+7 (499) 399Ц31Ц44;ћосква, ≈герска€,†3;www.buket-elit.ru;
—алон цветов;;Ѕ÷ ƒомников,ћосква, ћаши ѕорываевой,†34;;
ѕодсолнух, ќќќ;+7Ц926Ц508Ц89Ц03, +7Ц965Ц327Ц41Ц56;ћосква, јмурска€,†1 ст30;sunflowercn.ru;
Funk Flowers;+7Ц915Ц072Ц94Ц57, +7Ц926Ц522Ц87Ц02;ћосква, «венигородска€ 2-€,†13 ст18а;funkflowers.ru;
јтелье букетов на Ќиколо€мской;+7Ц926Ц612Ц22Ц70, +7Ц926Ц837Ц66Ц12, +7 (495) 915Ц01Ц79;ћосква, Ќиколо€мска€,†39/43 к2;www.art-and-flowers.ru;
“алифлор, ќќќ;+7 (499) 705Ц20Ц56, +7 (499) 161Ц80Ц45, +7 (499) 161Ц27Ц53;ћосква, Ѕольша€ „еркизовска€,†93 ст1;taliflor.ru;
Artplants;+7 (495) 125Ц26Ц07;Ѕѕ —танколит,ћосква, —кладочна€,†1 ст1;artplants.ru;
Ѕукет ћаркет;+7 (495) 426Ц08Ц87, +7Ц903Ц133Ц88Ц55;“÷ јкварель,ўербинка, ∆елезнодорожна€,†44;buket.market;
–осцветторг;+7Ц916Ц525Ц72Ц75, +7Ц916Ц591Ц54Ц24;ћосква, Ћомоносовский проспект,†23;www.roscvettorg.ru;
—еть салонов цветов и подарков;+7 (499) 736Ц20Ц40;«еленоград, «еленоград,†к406;цветызеленоград.рф;
Flowers Fusion;+7 (495) 542Ц78Ц88, +7 (495) 695Ц27Ц02;ћосква, ќстоженка,†3/14;www.flowersfusion.ru;
÷веты ѕланеты;+7Ц965Ц410Ц77Ц00;ћосква, «аповедна€,†16 к2 ст1;;
÷веты ÷веты;+7Ц910Ц488Ц87Ц54;ћосква, ¬авилова,†97;tsvety-tsvety.ru;
FloMaster;+7 (495) 968Ц73Ц25;ћосква, —аморы ћашела,†5а;opt-cvetov.ru;
»–»—;+7 (495) 960Ц77Ц55, +7Ц963Ц603Ц48Ц68, +7Ц906Ц768Ц24Ц81;ћосква,  расна€ ѕресн€,†8;iris-flowers.ru;
‘реш‘лора;+7Ц968Ц653Ц54Ц11;ћосква,  отл€ковска€,†5;freshflora.ru;
ћега-÷вет;8Ц800Ц500Ц24Ц22, +7 (499) 189Ц13Ц60;ћосква, —нежна€,†13;megacvet24.ru;
ѕервый ƒождь;+7Ц929Ц998Ц50Ц01, +7 (495) 748Ц91Ц45;Ќогинск, 3 »нтернационала,†62;1f-light.ru;
÷¬≈“ы“”“;+7Ц926Ц347Ц22Ц75;ћосква, —вободы,†14;cvetut.tiu.ru;
‘лориэль;+7 (495) 959Ц49Ц02, +7Ц909Ц959Ц70Ц79;ћосква, ћала€ ќрдынка,†3;;
ArtFLOWER;+7Ц915Ц240Ц28Ц32;ћагистраль ѕлаза,ћосква, ћагистральный 1-й тупик,†5а;artflower.ru;
ћос÷веток;;ћосква, Ўаболовка,†24 ст1;;
÷ветарик;+7Ц977Ц100Ц77Ц27, +7Ц977Ц622Ц48Ц44;“  Ўоколад,—тара€  упавна,  ирова,†19а;cvetarik.ru;aftoflowers2010@yandex.ru
ѕарад цветов;+7 (495) 720Ц45Ц50;ƒомодедово,  аширское шоссе,†40а;paradcvetov.ru;
÷веты дл€ души;+7Ц925Ц189Ц06Ц17, +7Ц916Ц905Ц45Ц77;ћосква, 60-лети€ ќкт€бр€ проспект,†16 к1;цветы-дл€-души.рф;
јзбука цветов;+7 (499) 340Ц61Ц61;ћосква, —в€тоозЄрска€,†13;азбукацветов.com;
÷веточна€ база;+7Ц916Ц330Ц00Ц30;ћосква, Ѕольша€ ƒорогомиловска€,†1;;
Petite Fleur;+7Ц910Ц400Ц29Ц05;ћосква, Ѕольша€ ћолчановка,†15/12;www.petite-fleur.ru;
Fleur & Decor;+7Ц916Ц847Ц48Ц00;ћосква, ¬ерхн€€ –адищевска€,†5;lafleurdecor.ru;
ƒушистый горошек;+7Ц968Ц542Ц17Ц95;ƒаниловский рынок, ћосква, ћытна€,†74;dgoroshek.ru;
÷веткофф;+7Ц916Ц205Ц10Ц63;ѕассаж на ѕ€тницкой,ћосква, —адовнический проезд,†6;цветкофф.рф;
÷веточный остров;8Ц800Ц100Ц74Ц07, +7Ц910Ц474Ц50Ц50, +7Ц925Ц700Ц63Ц09;ћосква, —найперска€,†9;cvetostrov.ru;
Fooksia;+7Ц916Ц993Ц55Ц22, +7Ц910Ц444Ц55Ц22;ћосква, —олнцевский проспект,†26;fooksia.ru;
јромат –озы;+7 (495) 545Ц76Ц10, +7Ц925Ц049Ц87Ц73;ћосква, Ћенинский проспект,†21;;
÷веты в √ородке;+7Ц916Ц388Ц30Ц22;Ѕ÷ Lesnoy —ити,дп.†Ћесной √ородок, Ўкольна€,†1;;
Jaaz flowers;8Ц800Ц700Ц04Ц43, +7 (495) 978Ц30Ц17;Ѕ÷ Brent city,ћосква, ƒубининска€,†57 ст2;jaaz-flowers.com;
Home & Flowers;+7Ц903Ц269Ц72Ц38;пос.†ќтрадное,  ленова€,†3;homeandflowers.ru;
ѕервый цветочный;+7 (495) 778Ц39Ц78;ћосква, јвиаконструктора ћил€,†8 к1;;
√воздика;+7 (496) 567Ц02Ц66;ўЄлково,  омарова,†1а;;
÷веты ÷веты;+7Ц910Ц488Ц87Ц54, +7Ц916Ц666Ц14Ц17;Ћюберцы,  омсомольский проспект,†10/1;tsvety-tsvety.ru;
TRAVA;+7Ц916Ц333Ц34Ц43;ћосква, ƒуховской переулок,†17 ст11;trava-trava.ru;
Fleolflowers;+7Ц926Ц607Ц85Ц13, +7Ц926Ц220Ц57Ц79;ћосква, —ущЄвска€,†13-15;;
Fleur de Vie;+7 (495) 215Ц21Ц60, +7 (495) 545Ц63Ц66;ћосква, ћилютинский переулок,†13;www.fleurdevie.ru;
Edelweiss Flowers;+7Ц903Ц729Ц10Ц10, +7Ц910Ц454Ц09Ц67;ћосква,  иевска€,†11;www.edelwaysflowers.ru;
Bloom shop;+7Ц903Ц271Ц11Ц49; расногорск,  расногорский бульвар,†18;bloom-shop.com;
Adele Marie;;ћосква, «емл€ной ¬ал,†14-16 ст1;;
ѕрет-а-букет;+7 (495) 772Ц60Ц29;ћосква, Ёнтузиастов шоссе,†56 ст24;pret-a-bouquet.ru;
 иоск по продаже цветов;;ћосква, —амаркандский бульвар,†18 киоск;;
BUKETSHO–;8Ц800Ц700Ц01Ц22, +7Ц916Ц838Ц93Ц42;“÷ ¬¬—, ћосква, ’ачатур€на,†вл15Ѕ;buketshop.su;
ћагазин цветов;+7Ц909Ц933Ц47Ц74;ћосква, Ќахимовский проспект,†20 ст2;;
—еть цветочных магазинов;+7Ц925Ц125Ц89Ц27;ћосква, ”ссурийска€,†9;;
Amore+Fiori;8Ц800Ц200Ц17Ц60, +7Ц915Ц456Ц56Ц24;Vegas,с.†Ќемчиновка, ’орошЄвский проезд,†14;amore-franch.ru;
÷ветовик;+7 (495) 777Ц10Ц28, +7 (495) 777Ц10Ц28;ћосква, „онгарский бульвар,†1 к1;moscow.cvetovik.com;info@cvetovik.com
√ородска€ база цветов;+7Ц967Ц018Ц62Ц79, +7Ц915Ц477Ц14Ц00;ћосква, ћилашенкова,†7 к1;gbcvet.ru;
≈лисейские пол€;+7 (495) 773Ц74Ц63;ќдинцово, ћожайское шоссе,†122;eliseyskiepolya.ru;
ƒачница;+7Ц910Ц432Ц96Ц21;Ћюберцы, 3 ѕочтовое отделение,†92;;
ћагноли€;+7 (499) 148Ц81Ц18, +7Ц977Ц800Ц03Ц07;ћосква, Ѕагратионовский проезд,†1 ст1;cvetimagnoliya.ru;
Glory Flowers;+7 (495) 765Ц51Ц11, +7Ц985Ц765Ц51Ц11;ћосква, Ќижн€€  расносельска€,†35 ст9;;
ќптово-розничный цветочный склад-магазин;+7Ц915Ц003Ц36Ц01; расногорск,  расногорский бульвар,†32;opt-flowers.ru;
ћагазин цветов;+7Ц985Ц434Ц00Ц24, +7 (495) 753Ц51Ц81;ћосква, Ќовотушинский проезд,†6 к1;;
MY BOTANICA;+7Ц905Ц751Ц67Ц51;ћосква, »змайловское шоссе,†73ж ст4;my-botanica.com;
7÷¬≈“ќ¬;8Ц800Ц200Ц17Ц11, +7 (495) 737Ц58Ц58;ћосква, ћолодогвардейска€,†61 ст16;www.7flowers.ru;
÷¬≈“џ &  ќ‘≈;+7 (498) 683Ц11Ц22;ћосква, ћарксистска€,†1 ст1;buketkrasivo.ru;
Bb flowers;8Ц800Ц770Ц73Ц56, +7 (495) 136Ц66Ц15;ћосква, ƒмитровское шоссе,†102а ст3;bbflowers.net;
ћагазин цветов;+7Ц903Ц252Ц20Ц29, +7Ц926Ц173Ц17Ц17;ћосква, ѕ€тницкое шоссе,†16;flowers-ugolok.ru;
÷веты мира;+7 (495) 668Ц08Ц31;ћосква, ƒмитри€ ƒонского бульвар,†11;cvm24.ru;
÷веты столицы;8Ц800Ц555Ц40Ц18, +7Ц925Ц931Ц53Ц39;ћосква, –€занский проспект,†71 к1;cvetystolicy.ru;
Levitera;+7 (495) 229Ц30Ц75;ћосква, Ќоводмитровска€,†1 ст27;www.levitera.ru;
Florexim;+7 (495) 412Ц58Ц61;ћосква,  улакова,†20 ст1а;florexim.eu;
ѕланета цветов;8Ц800Ц550Ц19Ц90, +7 (495) 221Ц19Ц90;ћосква, «аморЄнова,†9 ст2;i-flowers.ru;
—“–»“ –»“≈…Ћ √–”ѕѕ, ќќќ;;ћосква,  ошто€нца,†вл33 киоск;;
√ород –оз;+7Ц967Ц029Ц77Ц14, +7Ц915Ц483Ц83Ц85;ћосква, —ущЄвский ¬ал,†75;городроз.рф;
Ѕаза цветов;+7Ц985Ц066Ц93Ц91;ћосква, —ходненска€,†50;;
 расна€ роза;+7Ц965Ц202Ц38Ц78;ћосква, —ходненска€,†25;;
÷веток“орг;+7 (495) 756Ц95Ц68;ћосква, —трогинский бульвар,†7 к1;www.cvetoktorg.ru;
–озариум;+7Ц915Ц341Ц68Ц00, +7Ц926Ц341Ц68Ц44;ћосква, «емл€ной ¬ал,†24/32;www.rozarium-flowers.ru;
–ост, ќќќ;+7Ц903Ц181Ц53Ц09, +7 (495) 786Ц14Ц76, +7 (495) 532Ц47Ц00;Ќогинск, »ндустриальна€,†41;www.ooorost.ru;
—еть цветочных магазинов;+7 (495) 504Ц59Ц83, +7Ц925Ц481Ц03Ц67;ћосква, јндропова проспект,†вл51;;
»–»—;+7 (495) 960Ц77Ц55, +7Ц963Ц603Ц48Ц68, +7Ц905Ц502Ц27Ц93;ћосква, —адова€- удринска€,†8-10-12 ст1;iris-flowers.ru;
TC Flowers;+7 (495) 522Ц86Ц57, +7Ц926Ц586Ц40Ц15;Ѕалашиха, ёбилейна€,†1а киоск;TCFlowers.ru;
GeorginFlore;+7Ц929Ц506Ц93Ц03;ћосква, Ѕольша€ јкадемическа€,†67;georgin-flore.com;
FloraHimki;+7Ц903Ц514Ц46Ц44, +7 (495) 972Ц02Ц38;’имки, ћира проспект,†18/5;www.florahimki.ru;
÷веты и ѕраздники;+7Ц926Ц382Ц50Ц05;ћосква, ƒубининска€,†68 ст3;www.roza5let.ru;
Ѕотаника;+7Ц999Ц908Ц85Ц50;ћосква, Ѕауманска€,†9;;
Simfonia de Flora;+7Ц967Ц274Ц44Ц02;ћосква, ўербаковска€,†7а;www.simfoniadeflora.com;
јквилеги€;;“÷ —толица,«еленоград, «еленоград,†к1446;;
Ѕонсай-√алере€;+7 (495) 780Ц21Ц94, +7 (495) 921Ц10Ц25;ћосква, —ерпуховский ¬ал,†17 к1;www.bonsai.su;
јнна ћак;+7Ц926Ц907Ц56Ц84;ћосква, ћичуринский проспект,†8 к1;anna-mak.ru;
‘Ћќ–ј Ћ≈Ќƒ;+7 (495) 786Ц38Ц98;ћосква, »нститутский 1-й проезд,†5 ст9;www.floraland.ru;
ћои цветы;;ћосква, Ўаболовка,†30;;
Four Sisters;+7 (495) 604Ц47Ц74;ћосква, Ѕогословский переулок,†16/6 ст1;foursisters.ru;
ћагазин цветов;+7Ц926Ц661Ц03Ц98;ћосква, ¬ешн€ковска€,†18Ѕ;daricvetok.ru;
÷¬≈“ћј– ≈“;+7 (499) 579Ц86Ц69;ћосква, «емл€ной ¬ал,†75;www.cvetmarket.ru;
÷ветыш;+7 (495) 504Ц20Ц42, +7 (495) 518Ц33Ц45;ўербинка, —имферопольское шоссе,†1/2;www.rozbl.ru;info@rozbl.ru
»зобилие;+7Ц926Ц736Ц09Ц09;ћосква, «агородное шоссе,†1 к2 ст2;;
ћагазин цветов;;“ќ÷  рона,ћосква,  ронштадтский бульвар,†7;;
ёЌ»÷¬≈“» ј;+7 (495) 984Ц85Ц05;Ѕалашиха, ёжна€,†9;flopt.ru;
÷ветик-—емицветик;+7Ц916Ц254Ц26Ц96;Ѕ÷ —адова€ √алере€,ћосква, ћала€ —ухаревска€ площадь,†12;;
‘онд Ќовид, ќќќ;+7 (499) 760Ц81Ц09, +7Ц916Ц247Ц42Ц00;ћосква, Ѕутырска€,†84;rosa-optom.ru;
