Kraft Flowers;+7–921–565–33–93;Санкт-Петербург, Восстания, 24а;kraftflowers.ru;
Цветочная поляна;+7–904–335–04–46;Санкт-Петербург, Гороховая, 66;цветынаполяне.рф;
Цветотека;+7 (812) 970–41–14;Санкт-Петербург, Хошимина, 9 к1;www.cvetoteka.ru;
RoseMarkt;+7 (812) 923–44–97;Санкт-Петербург, Боровая, 72;rosemarkt.ru;
Цветочный дворик на Крестовском;+7 (812) 931–42–86, +7 (812) 702–39–89;Санкт-Петербург, Вязовая, 10;;
БУКЕТ;+7–900–631–67–96;ТК Владимирский Пассаж,Санкт-Петербург, Владимирский проспект, 19;;
Артишок;+7–921–956–42–75, +7 (812) 408–07–81;Санкт-Петербург, Гороховая, 17;www.cocoflowers.ru;
ЦветыОптРозница, ООО;+7 (812) 410–99–99, +7–931–342–55–81;Санкт-Петербург, Фёдора Абрамова, 4 лит А;cvetyopt.ru;
Las Flores;+7 (812) 906–55–25, +7–921–906–55–25;Санкт-Петербург, Пионерская, 5;;
Настроение;+7 (812) 7–029–222, +7 (812) 905–36–30;Санкт-Петербург, Загребский бульвар, 9;buket-podarki.ru;
Сеть салонов свадебного букета;+7 (812) 947–33–05, +7 (812) 953–23–79;Санкт-Петербург, Английская набережная, 28;svabuk.spb.ru;
Сеть салонов свадебного букета;+7 (812) 947–33–05, +7 (812) 953–23–79;Санкт-Петербург, Измайловский проспект, 31;svabuk.spb.ru;
Felicia;+7–911–775–00–33;Санкт-Петербург, Лыжный переулок, 2;;
Империя роз;+7–921–959–72–89;Санкт-Петербург, Ленинский проспект, 100а;imperiyaroz.ru;
Flor2u.ru;+7 (812) 245–31–98, 8–800–500–39–37;Санкт-Петербург, Тележная, 37 лит А;www.flor2u.ru;
ЦВЕТОКТОРГ;+7 (812) 906–15–42, +7–904–632–40–72;ТЦ Ржевка,Санкт-Петербург, Наставников проспект, 35 к1;;
ТриБукета;+7 (812) 960–23–59;Санкт-Петербург, 1-я линия В.О., 18/2;spb.tribuketa.ru;
Барселона;+7–921–904–60–65;Санкт-Петербург, Тележная, 37 лит Ю;9046065.ru;
Весна;+7 (812) 550–75–25;Санкт-Петербург, Науки проспект, 12;vesnabuket.ru;
Oh My Flowers;+7 (812) 923–37–87;Санкт-Петербург, Кузнецовская, 21;www.ohmyflowers.ru;
Цветочный блюз;+7–965–082–19–95;Санкт-Петербург, Ириновский проспект, 32а;;
Флор точка;+7 (812) 938–38–10;ТК Шкиперский молл,Санкт-Петербург, Малый проспект В.О., 88;;
Цветы Опт Розница;+7 (812) 666–5–666;Санкт-Петербург, Ульяны Громовой переулок, 5;6665666.ru;kate@artflora.net
7ЦВЕТОВ Северо-Запад;+7 (812) 622–17–17;Санкт-Петербург, Московское шоссе, 25;www.7flowers.ru;
Весна;+7 (812) 923–70–58;Санкт-Петербург, Новочеркасский проспект, 27 к1;vesnabuket.ru;
Плантация;+7 (812) 309–80–69;Санкт-Петербург, Московское шоссе, 13д лит А;plantaciya24.ru;
Цветы Коломбины;+7–950–025–63–48, +7–950–037–73–56;Санкт-Петербург, Гатчинское шоссе, 9 к1;floart.ru;vkfloart@gmail.com
ЗимаЛето;+7–981–122–36–45;Санкт-Петербург, Кадетская линия В.О., 31;;
ЦветТорг 24;+7–967–571–00–41;Санкт-Петербург, Наставников проспект, 47 к1;;
Колибри;+7–953–152–16–76;Санкт-Петербург, Ленсовета, 37;;
ЛенЦветТорг;+7–950–222–91–91;Санкт-Петербург, Ветеранов проспект, 131 к2;lencvet.ru;
Праздничный город;+7–921–782–82–92;БЦ Бенуа,Санкт-Петербург, Пискарёвский проспект, 2 к2 лит Щ;;
Магазин семян;+7 (812) 542–02–90;Санкт-Петербург, Финский переулок, 3;;
Флорет;+7–921–905–95–71;Санкт-Петербург, Непокорённых проспект, 63а;floret-spb.com;
Оранж;+7 (812) 235–82–83, +7 (812) 233–94–11;Санкт-Петербург, Съезжинская, 9/6;www.orangespb.ru;
Legendary flowers;;Санкт-Петербург, Яхтенная, 24 к2;;
рбург, Набережная реки Фонтанки, 91;;;;
Оазис;+7–921–630–03–93;Санкт-Петербург, Фёдора Абрамова, 8;;
Fit flowers;+7 (812) 338–03–36, +7 (812) 905–23–56;Санкт-Петербург, Добролюбова проспект, 23;fit-flowers.ru;
Flowers Iris;+7 (812) 943–30–24;Санкт-Петербург, Королёва проспект, 61;flowersiris.ru;flowersiris@bk.ru
Магазин цветов;;Санкт-Петербург, Репищева, 13а;;
ЛенЦветТорг;+7 (812) 948–23–10;Санкт-Петербург, Ярослава Гашека, 13а;;
Все цветы.ru;+7 (812) 965–53–76;Санкт-Петербург, Московский проспект, 191в;www.vse-cveti.ru;
Сеть оптово-розничных магазинов цветов;8–800–775–75–72, +7–904–330–91–19;Санкт-Петербург, Коллонтай, 21 к1;cvetokod.ru;
La Rose;+7–960–250–30–90;Санкт-Петербург, Варшавская, 32;;
Цветы Provance;+7 (812) 408–26–15;ТРК Сити Молл,Санкт-Петербург, Коломяжский проспект, 17;;kormach.u@mail.ru
BANT;+7–921–967–27–62;Санкт-Петербург, Благодатная, 30;bant-buket.ru;
Киоск по продаже цветов;;Санкт-Петербург, Ленина площадь, 6Б киоск;;
Цветовичкоф;+7 (812) 922–17–07, +7 (812) 923–54–23, +7 (812) 922–44–63, +7 (812) 922–44–53;Санкт-Петербург, Смоленская, 1;cvetovichkof.ru;
Цветочная мастерская;+7 (812) 602–75–57;Санкт-Петербург, Орджоникидзе, 58 к1;lavkabuketov.ru;
Царскосельская свадьба;+7–911–920–54–75;Санкт-Петербург, Садовая, 22;;
Цветовик;+7 (812) 777–92–04, +7 (812) 777–92–04;Санкт-Петербург, Кушелевская дорога, 3 к2;cvetovik.com;info@cvetovik.com
ЦВЕТной бульвар;+7–981–681–63–20;Санкт-Петербург, Перекупной переулок, 7;;
Цветы для любимой;+7–921–985–75–45, +7–921–598–03–72;Санкт-Петербург, Мебельная, 35 к2;;
МиксБукет;+7–921–354–23–78, +7–921–954–60–99;пос. Новоселье, Красносельское шоссе, 1;миксбукет.рф;
Цветы Коломбины;+7–950–025–63–48, +7–950–037–73–56;Санкт-Петербург, Красногородская, 17Б;floart.ru;vkfloart@gmail.com
Ваша лавочка;+7–965–345–47–34, +7–964–045–47–34;Санкт-Петербург, Туристская, 23 к5;vashalavochka.ru;
Vita fleur;+7 (812) 905–34–53;Санкт-Петербург, Орджоникидзе, 11;;
Fiesta;+7–960–230–83–77;Санкт-Петербург, Профессора Попова, 2 лит Х;3listnik.ru;
RoseMarkt;+7 (812) 923–44–97;Санкт-Петербург, Кондратьевский проспект, 62 к6;rosemarkt.ru;
Цветотека;+7 (812) 970–41–14, +7 (812) 988–14–41, +7 (812) 936–07–52;Санкт-Петербург, Краснопутиловская, 106;www.cvetoteka.ru;
Choopoff;+7–960–275–00–55, +7–931–227–68–66;БЦ KROL,Санкт-Петербург, Елизарова проспект, 34;choopoff.ru;
Цветы Опт Розница;+7 (812) 666–5–666;Санкт-Петербург, Ленинский проспект, 111 к1;6665666.ru;kate@artflora.net
Osta flowers;+7–921–942–42–04;Санкт-Петербург, Воскова, 31;;
Kraft Flowers;+7–921–565–33–93;Санкт-Петербург, Якорная, 5а;kraftflowers.ru;
Y-Букет;+7–981–777–24–00, +7 (81371) 4–04–49;Гатчина, 25 Октября проспект, 47;ybyket.ru;
Арт-мастерская букетов и подарков;+7–921–924–40–86, +7 (812) 777–03–90;Санкт-Петербург, Суворовский проспект, 47;;
Оптово-розничная компания по продаже цветов;+7 (812) 301–00–21, +7 (812) 917–18–88;Санкт-Петербург, Никитинская 1-я, 8;say-one.ru;info@rus-flora.ru
Миледи;+7 (812) 677–61–70;ТРК Международный,Санкт-Петербург, Белы Куна, 3;;
Amore+Fiori;8–800–200–17–60;Санкт-Петербург, Оптиков, 47 к1;amorefiori24.ru;
Восадули;+7–999–211–53–73, +7–999–203–01–39;Санкт-Петербург, Декабристов, 58;;
Spbbear.ru;+7–904–555–32–02, +7–904–515–20–95;Санкт-Петербург, Грузинская, 3Б;www.spbbear.ru;
Сеть оптово-розничных магазинов цветов;8–800–775–75–72, +7–953–355–23–55;Санкт-Петербург, Боткинская, 2Б;cvetokod.ru;
Плантация;+7 (812) 309–80–69;Санкт-Петербург, Комендантский проспект, 11;plantaciya24.ru;
Нона Рубен;+7–911–741–82–12, +7–911–741–82–13;ТЦ Путиловский,Санкт-Петербург, Народного Ополчения проспект, 6;;
Le Bouquet;+7–921–657–95–19, +7–921–597–27–38;Санкт-Петербург, Фермское шоссе, 14 к1;;
De fleur;+7–951–688–77–57;Санкт-Петербург, Клочков переулок, 4 к1;;
Ботаника;;Бизнес-мегаполис Гайот,Санкт-Петербург, Профессора Попова, 23;;
Цветочное изобилие;+7 (812) 611–06–08, +7 (812) 611–06–09;Санкт-Петербург, Парадная, 3 к2;zvetochnoeizobilie.ru;
Цветы 7;+7 (812) 915–10–90, +7–965–755–58–55;Санкт-Петербург, Светлановский проспект, 66;;
Настроение;+7 (812) 7–029–222, +7 (812) 905–36–14;Санкт-Петербург, Ленинский проспект, 77 к1;buket-podarki.ru;
ЛюбоЦвет;+7–911–137–17–69;Санкт-Петербург, Выборгское шоссе, 503 к1а;;lubocvetspb@gmail.com
Love is;+7 (812) 924–46–64;Всеволожск, Центральная (Южный), 2;;
Цветоптторг;+7–911–796–69–00;Санкт-Петербург, Клинский проспект, 27;;
ЛенЦветТорг;+7 (812) 948–23–10;Санкт-Петербург, Фёдора Абрамова, 4;;
ВЕСЕЛЫЙ ЦВЕТОЧНИК;;Санкт-Петербург, Чкаловский проспект, 14;vescvet.ru;
Магазин цветов;;Санкт-Петербург, Стачек площадь, 4а;;
Цветочный город;+7 (812) 449–42–74, +7 (812) 612–47–52;БЦ Мегапарк,Санкт-Петербург, Заставская, 22/2 лит А;www.florcity.ru;
Цветочный магазин;+7–964–364–82–75;Санкт-Петербург, Богатырский проспект, 7а;;
Росцветторг;+7–981–166–00–03;Санкт-Петербург, Наличная, 49;www.roscvettorg.ru;
ЛенЦветТорг;+7 (812) 784–17–10;Санкт-Петербург, Стачек проспект, 84;lencvet.ru;
Палитра;+7 (812) 953–57–55;Санкт-Петербург, Петрозаводская, 13;palitraclub.com;
Duty Free Flowers;+7 (812) 309–19–99, +7 (812) 953–76–08, +7 (812) 953–76–09;Санкт-Петербург, Крылова переулок, 2;dff24.ru;
Цветторг;+7–952–352–10–46;Санкт-Петербург, Ленсовета, 37;;
From The Heart;+7–965–048–71–21;Санкт-Петербург, КИМа проспект, 6;fromtheart.ru;
Цветочница Анюта;+7–909–585–58–95, +7 (812) 984–46–28;Выставочный зал Цветы,Санкт-Петербург, Шпалерная, 43;;
Атмосфера;+7 (812) 233–18–36;Санкт-Петербург, Введенская, 22;atmosphere.spb.ru;
Весна, ООО;+7 (812) 640–49–67, +7–921–633–50–80;Санкт-Петербург, Лиговский проспект, 50 к16;;
Сеть оптово-розничных магазинов цветов;8–800–775–75–72, +7–952–232–28–88;Санкт-Петербург, Политехническая, 20 к2;cvetokod.ru;
ЦветМаг ЛетоОптом;+7 (812) 430–61–23, +7 (812) 947–64–78, +7–904–332–90–17;Санкт-Петербург, Заусадебная, 31;www.letooptom.ru;
Цветочка;+7–981–700–88–00;Санкт-Петербург, Каменноостровский проспект, 27;tsvetochka.ru;
Floribu.ru;+7 (812) 940–23–46;Санкт-Петербург, Среднеохтинский проспект, 51;floribu.ru;
Цветы Голландии;+7 (812) 368–12–88;Санкт-Петербург, Московский проспект, 171;www.shop.condorspb.ru;
Магазин по продаже цветов;;Санкт-Петербург, Типанова, 29а;;
ГАЯ;+7–981–784–39–94, +7–952–236–15–66;Санкт-Петербург, Пражская, 22;www.salon-gaya.ru;
Цветочный магазин;+7 (812) 540–64–74;Санкт-Петербург, Кондратьевский проспект, 52;чудоплетение.рф;
Роза Сантана;+7 (812) 603–49–40;Санкт-Петербург, Петергофское шоссе, 73 лит 29;spb.rosasantana.com;
Робинзон;+7 (812) 420–35–11;Санкт-Петербург, Петергофская, 10;plantarum.ru;
ЦВЕТОКТОРГ;+7 (812) 906–15–41;Санкт-Петербург, Художников проспект, 15;;
Гринтаун;+7 (812) 496–39–59;Санкт-Петербург, Торжковская, 6;;
Ах! Цветы;+7 (812) 643–50–46;Санкт-Петербург, Камышовая, 38 к1;ах-цветы.рф;
Флора пойнт;+7 (812) 275–79–21, +7–905–224–11–91;Санкт-Петербург, Жуковского, 5;www.theflorapoint.ru;
Aster;+7 (812) 570–09–23;Санкт-Петербург, Большая Конюшенная, 11;asterflowers.spb.ru;
Росцветторг;+7–981–166–00–02;Санкт-Петербург, Чкаловский проспект, 5;www.roscvettorg.ru;
Flofloret;+7–921–921–01–16;пос. Мурино, Охтинская аллея, 16;;
Цветочная мастерская;+7–921–186–49–79;Санкт-Петербург, 19-я линия В.О., 4;tm-flowers.ru;
Цветоптторг;+7 (812) 448–77–78;Санкт-Петербург, Лермонтовский проспект, 37/153;;
Формула Букета;+7 (812) 401–02–22, +7–921–908–94–00;МФК Преображенский двор,Санкт-Петербург, Литейный проспект, 26 лит А;www.formulabuketa.ru;
Charlotte;+7–921–590–26–19;Санкт-Петербург, Красноармейская 10-я, 11;www.charlotte.ru;
MuraMur Shop;+7–921–361–71–70;Санкт-Петербург, Лесной проспект, 22;;
Цветочный город;+7 (812) 449–42–74, +7 (812) 336–74–36;ТК Электра,Санкт-Петербург, Московский проспект, 137;www.florcity.ru;
Гранд Амор;;Санкт-Петербург, Коломяжский проспект, 28 к2;;
Клюква;+7–931–970–75–70;Санкт-Петербург, Фёдора Абрамова, 8;;
Букетная лавка №1;+7 (812) 941–58–68;Санкт-Петербург, Галерная, 20;;
Флорет;+7 (812) 540–69–18, +7–911–258–97–30;Санкт-Петербург, Кондратьевский проспект, 56;floret-spb.com;
ОптРозница Цветы;;Санкт-Петербург, Есенина, 22 к1;;
Ванда;+7–960–282–02–72, +7 (81371) 9–03–35;Гатчина, Соборная, 20;www.gatchina-flowers.com;
Магазин цветов;+7–952–241–61–83;Санкт-Петербург, Авиаконструкторов проспект, 2а;;
Магазин домашнего трикотажа и искусственных цветов;;ТК Колпинский,Санкт-Петербург, Веры Слуцкой, 46/2;;
Компания по производству роз;+7–921–913–59–13;Санкт-Петербург, Тихоокеанская, 18 к1;www.производство-роз.рф;
Магазин цветов;;Санкт-Петербург, Балканская площадь, 5 к1;;
Стрелец, ООО;+7–921–772–96–91;Санкт-Петербург, Московский проспект, 208Б;;
ЦВЕТОПТТОРГ;+7 (812) 600–06–20, +7 (812) 601–01–01, 8–800–550–06–20, +7 (812) 323–72–21;Санкт-Петербург, 6-я линия В.О., 53;www.cvetopttorg.spb.ru;
Цветория;+7–921–315–86–86, +7–921–588–00–24;Санкт-Петербург, Солидарности проспект, 7а;www.business-flora.ru;
;;;;
Магазин цветов и сувениров;;Санкт-Петербург, Испытателей проспект, 13 к2;;
Натали;+7 (812) 922–01–27, +7–911–922–01–27, +7 (812) 492–40–80;Торжковский рынок,Санкт-Петербург, Торжковская, 20 лит А;;
Оптовая фирма;+7–921–343–61–59, +7 (812) 677–97–03;Санкт-Петербург, Кубинская, 84;;
Blumenhaus;+7 (812) 498–72–29, +7 (812) 938–84–86;Санкт-Петербург, Ленина, 24;www.blumenhaus.ru;
Цветы 777;+7 (812) 528–98–64, +7–931–353–97–03;Санкт-Петербург, Стахановцев, 10 к4;;
Лель;+7–950–031–31–36;Санкт-Петербург, Кременчугская, 11 к1;lelflowers.com;
Цветы Санкт-Петербурга, ООО;+7 (812) 540–60–07, +7–963–349–02–36;Санкт-Петербург, Кондратьевский проспект, 56;;
Peterhof-flowers;+7 (812) 450–74–76;Санкт-Петербург, Санкт-Петербургский проспект, 25;www.peterhof-flowers.com;
FLOVER;+7–981–726–31–71, +7–999–229–79–30;ТРК Балкания Nova,Санкт-Петербург, Балканская площадь, 5 лит Ю;floverart.ru;
БУКЕТ;+7–952–222–90–79;Санкт-Петербург, Набережная Мартынова, 6;;
Cool Flowers;+7 (812) 986–88–75;Санкт-Петербург, Обуховской Обороны проспект, 75;;
ДЕЛО ЦВЕТОЧНОЕ;+7–911–150–10–00;БЦ Петергофский 73,Санкт-Петербург, Петергофское шоссе, 73у;www.delocvetochnoe.ru;
Цветник СПб;+7–981–836–11–01;Санкт-Петербург, Искровский проспект, 21;;
Колибри;+7–952–214–12–89;Санкт-Петербург, Торговая площадь, 8;;
De fleur;;Санкт-Петербург, Колпинское шоссе, 32;;
Комфорт;+7 (81371) 5–17–49;Гатчина, Хохлова, 8;;
Цветы прованса;+7–911–100–70–01;Санкт-Петербург, Туристская, 22 лит А;;
Мама;+7–965–065–85–87, +7 (812) 717–27–31;Санкт-Петербург, Гончарная, 23;mama-flowers.ru;
Магазин цветов;;Санкт-Петербург, Ленсовета, 30;;
Студия флористики Бермяковых;+7 (812) 552–81–04;Санкт-Петербург, Тореза проспект, 36 лит В;www.tsubaky.ru;
Opaz;+7 (812) 642–45–57, +7–964–342–45–57;БЦ Эриксонъ,Санкт-Петербург, Большой Сампсониевский проспект, 60 лит А;www.opaz.ru;info@opaz.ru
Плантация;+7 (812) 309–80–69;Санкт-Петербург, Димитрова, 22 к3;plantaciya24.ru;
Магазин цветов;;Санкт-Петербург, Московский проспект, 198а;;
Цвет-сити;+7–911–932–89–52, +7–905–272–43–01;пос. Мурино, Привокзальная площадь, 5а к4;;
Все для дома;;д. Большие Колпаны, 30 лет Победы, 3а;;
Joli Jardin;+7 (812) 703–50–46;ТК Экополис,Санкт-Петербург, Выборгское шоссе, 13;;
Лейка;+7 (812) 717–77–29;Санкт-Петербург, Советская 2-я, 23;;
Магазин цветов, подарков и гелевых шаров;+7 (812) 989–74–90;Санкт-Петербург, Ветеранов проспект, 147 к1;;
ЦветМаг ЛетоОптом;+7 (812) 430–61–23, +7 (812) 640–67–00;Санкт-Петербург, Ленинский проспект, 76 к1 лит А;www.letooptom.ru;
Натали;+7 (812) 922–01–27, +7–911–922–01–27;Санкт-Петербург, Ленина проспект, 12;;
Подарок для души;+7–921–441–19–36;ТРК Масштаб,Санкт-Петербург, Пулковское шоссе, 35;www.podarokdushi.ru;
Цветы опт розница;;Санкт-Петербург, Заневский проспект, 14;;
Jifei;+7–905–262–18–88;Санкт-Петербург, Садовая, 28-30 к47;;
Duty Free Flowers;+7 (812) 309–19–99;Санкт-Петербург, Бухарестская, 72д;dff24.ru;
Soul Flowers;+7–921–416–36–19;Санкт-Петербург, Каменноостровский проспект, 29;soulflowers.ru;
Flower House;+7–981–979–43–15;БЦ Собрание,Санкт-Петербург, Новорощинская, 4;;
Флорет;+7–981–708–30–00;Санкт-Петербург, Замшина, 30а;floret-spb.com;
#ЦветыБезПовода;+7–952–385–13–82;Санкт-Петербург, Заневский проспект, 7;cvetybezpovoda.ru;
Цветочный город;+7 (812) 449–42–74, +7 (812) 677–29–46;ТК Французский бульвар,Санкт-Петербург, Новаторов бульвар, 11 к2 лит А;www.florcity.ru;
РастенияМаркет.рф;+7 (812) 996–03–91;ТЦ Домострой,Санкт-Петербург, Балканская площадь, 5 к4;растениямаркет.рф;
Пур Тужур;+7–911–295–55–26;Санкт-Петербург, Бухарестская, 67 к1;;
Цветочная;+7–921–781–53–88;Санкт-Петербург, Разъезжая, 39;;
Дом цветов и подарков;+7–952–219–57–58;Санкт-Петербург, Московская, 22;;
Букетная нота;+7–981–976–27–08;Санкт-Петербург, Большевиков проспект, 9 к1;;
Магазин цветов;;ТК Приморский,Санкт-Петербург, Одоевского, 29;;
ЦВЕТОПТТОРГ;+7 (812) 600–06–20, +7 (812) 601–01–01, 8–800–550–06–20, +7 (812) 597–41–94, +7 (812) 597–41–96;Санкт-Петербург, Асафьева, 5 к1;www.cvetopttorg.spb.ru;
Магазин цветов;+7–911–031–81–32;Санкт-Петербург, Благодатная, 16;;
Блезир;;ТК Владимирский Пассаж,Санкт-Петербург, Владимирский проспект, 19;;
Цветник, ООО;+7 (812) 959–40–09, +7 (812) 908–92–05;ТК Ока,Санкт-Петербург, Тверская, 58/6;;
FloristiQ;+7 (812) 998–76–67;Санкт-Петербург, Ленина, 49;www.floristiq.com;
Флерисант;+7–911–151–14–62;Санкт-Петербург, Гренадерская, 1а;;
Салон цветов;;Санкт-Петербург, Гаккелевская, 22а;;
Магазин цветов;;Санкт-Петербург, Королёва проспект, 61;;
Цветочный магазин;;Санкт-Петербург, Михаила Дудина, 15 к1 лит А;;
Райский Сад;;Кировск, Набережная, 29;;
BOUQUET;+7 (812) 923–67–78, +7–911–177–77–33, +7–905–209–37–21;Санкт-Петербург, Малая Посадская, 15;;
L`Rose;+7 (812) 982–00–73;Санкт-Петербург, 7-я линия В.О., 40;;
Сеть цветочных магазинов;+7–921–957–99–49, +7–962–725–65–66, +7–962–725–67–92;Санкт-Петербург, Станюковича, 9;www.kron-buket.ru;
Студия флористики Бермяковых;+7 (812) 777–50–21;Санкт-Петербург, Красного Текстильщика, 10-12 лит Д;www.tsubaky.ru;
Цветочный магазин;;пос. Мурино, Привокзальная площадь, 3г;;
L`Flowers;+7–921–302–17–54, +7 (812) 313–24–21, +7–921–313–70–85;Санкт-Петербург, Зайцева, 3;www.lflowers.ru;
Терра;+7 (812) 432–52–74, +7–921–951–54–51;Санкт-Петербург, Володарского, 6;;
Магазин цветов и сувениров;;Санкт-Петербург, Косыгина проспект, 27 к1;;
Простовичкофф;+7–904–513–67–13;Санкт-Петербург, Будапештская, 19 к1;;
Цвет & торг;+7–965–001–70–02;Санкт-Петербург, Авиаконструкторов проспект, 38 к1;;
Цветовик;+7 (812) 777–92–04, +7 (812) 777–92–04;Санкт-Петербург, Каменноостровский проспект, 2в;cvetovik.com;info@cvetovik.com
Салон цветов;+7 (812) 612–46–58;Санкт-Петербург, Шлиссельбургский проспект, 24 к1;;
Божья коровка;;Санкт-Петербург, Полевая, 9 лит А;;
Магазин цветов;;Санкт-Петербург, Светлановский проспект, 54д/3;;
Экспресс букет;+7–960–250–08–08;ТЦ Морской,Санкт-Петербург, Морская набережная, 35;;
ЦветОптРозница;;Санкт-Петербург, Дыбенко, 16в;;
Восторг;+7–921–427–69–17;Санкт-Петербург, Новоколомяжский проспект, 8а;;
Pollenart;+7 (812) 981–14–16;Санкт-Петербург, Свердловская набережная, 60;Pollenart.me;
Флориана;+7 (812) 496–29–72, +7 (812) 955–49–19;Санкт-Петербург, Ланское шоссе, 14 к1;;
Elen;+7 (812) 943–15–99;пос. Мурино, Оборонная, 2 к1;;
Зеленый Островок;+7–921–632–07–82, +7 (812) 938–15–53, +7 (812) 305–45–53;Санкт-Петербург, Капитанская, 4;flowers-ostrovok.ru;
Цветы Опт и Розница;;Санкт-Петербург, Пятилеток проспект, 3;;
Компания по производству роз;+7–921–913–59–13;Санкт-Петербург, Науки проспект, 12 к5;www.производство-роз.рф;
Букет+;+7–921–315–67–48;Гатчина, Володарского, 16Б;buket-plus.ru;
Восторг, ООО;;Отрадное, Ленина, 18о;;
Магазин цветов;;Санкт-Петербург, Свердловская набережная, 60;;
Магазин цветов;;Санкт-Петербург, Белы Куна, 20 к1;;
ЦветОптРозница;+7–921–186–43–56;Сертолово, Молодцова, 8 к3;;
Магазин цветов;+7–921–658–79–80;Санкт-Петербург, Афанасьевская, 1;;
Цветочный магазин;+7–911–216–22–36;ТК Приморский,Санкт-Петербург, Одоевского, 29;;
Пион-СПб.ру;+7 (812) 408–07–98;Санкт-Петербург;pion-spb.ru;
Магазин цветов;;пос. Тельмана, Тельмана, 9;;
Цветория;+7–921–315–86–86, +7–921–588–04–12;Санкт-Петербург, Дыбенко, 16а;www.business-flora.ru;
Магазин цветов;;Санкт-Петербург, Новоизмайловский проспект, 4;;
Leto;+7–931–245–24–05;Санкт-Петербург, Бутлерова, 11 к3;;
L`Rose;+7 (812) 982–00–73;Санкт-Петербург, Малый проспект В.О., 15;;
5цветов.рф;+7 (812) 408–07–45;Кудрово (Всеволожский район, Ленинградская обл.);floristlife.ru;
Makiss;+7 (812) 928–92–99;ТРК Континент,Санкт-Петербург, Стачек проспект, 99;www.makiss.ru;
Магазин цветов;;Санкт-Петербург, Политехническая, 17 к1;;
Магазин цветов и растений;+7–931–382–57–48;Гостиный Двор,Санкт-Петербург, Московская, 25;;
#ЦветыБезПовода;+7–952–385–13–57;Санкт-Петербург, Шлиссельбургский проспект, 6а;cvetybezpovoda.ru;
Florida;+7 (812) 926–03–23, +7–911–926–03–23;Санкт-Петербург, Искровский проспект, 2;floridaspb.ru;
Цветы Экспресс;+7 (812) 900–28–29, +7 (812) 935–60–41;Санкт-Петербург, Лиговский проспект, 272;www.flowers-ex.ru;
A`Roma;+7–904–215–24–99;Санкт-Петербург, Московский проспект, 51;;
FRIDA flowers;+7 (812) 905–95–24;Санкт-Петербург, Старо-Петергофский проспект, 21;;
Магазин цветов;+7–931–278–56–58;Санкт-Петербург, Кораблестроителей, 19 к1;;
Салон цветов и подарков;+7–921–574–12–01;Санкт-Петербург, Римского-Корсакова проспект, 89;;
Весна;;Санкт-Петербург, Вавиловых, 9;vesnabuket.ru;
Сад Маркиза;+7 (812) 856–35–15;Санкт-Петербург, Искусств площадь, 4;;
Цветочный салон;;Санкт-Петербург, Красносельское шоссе, 23 лит А;;
Магазин цветов и семян;+7 (812) 334–07–20;Санкт-Петербург, Белы Куна, 16 к1;;
Ванда;+7–967–533–98–27;Гатчина, Киевская, 3;www.gatchina-flowers.com;
Незабудка;+7 (812) 951–55–36;пгт Рощино, Садовая, 4;;
MONObuket;+7 (812) 642–20–45;Санкт-Петербург, Большой проспект П.С., 67;;
Вдохновение;+7–906–275–24–94;Санкт-Петербург, Витебский проспект, 101 к4 ст1;;
Магазин цветов;;Санкт-Петербург, Революции шоссе, 21Б;;
Buket812;8–800–700–63–54, +7–921–932–63–20;Балтийский морской центр,Санкт-Петербург, Межевой канал, 5а;buket812.ru;
Магазин цветов;;Санкт-Петербург, Славы проспект, 43в;;
Цветоптторг;+7–921–932–69–42;Санкт-Петербург, Большая Разночинная, 24а;;
Магазин цветов;;Санкт-Петербург, 14-я линия В.О., 75;;
F-ЛОРА;+7 (812) 423–55–35;Санкт-Петербург, Победы, 22/7;;
Магазин товаров для садоводов;;Санкт-Петербург, Пискарёвский проспект, 35;;
Шарики людям;+7–911–986–52–50, +7–911–716–38–88;Санкт-Петербург, Разведчика бульвар, 4 к1;www.шарикспб.рф;
Цветочный магазин;;Санкт-Петербург, Жени Егоровой, 3а;;
Магазин цветов;;Кировск, Краснофлотская, 31а;;
Fleur de lis;;ТЦ Галерея бутиков,Санкт-Петербург, Итальянская, 15;;
Цветочный город;+7 (812) 449–42–74, +7 (812) 612–83–60;ТК Невский центр,Санкт-Петербург, Невский проспект, 114-116;www.florcity.ru;
Натали;+7 (812) 922–01–27, +7–911–922–01–27;Санкт-Петербург, Советская, 37;;
Жасмин, ООО;;ТЦ Таллинское 40,Санкт-Петербург, Красносельское шоссе, 40 лит А;;
Магазин цветов;;ТЦ Март, Коммунар, Павловская, 2а;;
FlowerShop №1;+7–921–909–39–46;Гатчина, Генерала Кныша, 15;www.цветы-гатчины.рф;
Цветы Provance;+7 (812) 408–26–15;ТРК Родео Драйв,Санкт-Петербург, Культуры проспект, 1;;kormach.u@mail.ru
FlowerPatio SPb;+7 (812) 365–03–69;Санкт-Петербург, Елизарова проспект, 14;;
Floribu.ru;+7 (812) 940–23–46, +7 (812) 575–48–36;Санкт-Петербург, Старо-Петергофский проспект, 21;floribu.ru;
Цветочный магазин;+7 (81362) 4–08–67, +7–963–306–02–27;Отрадное, Невская, 4;;
Орхидея;+7–911–113–57–36;Всеволожск, Магистральная, 8;;
