Грифон;+7 (812) 947–97–07, +7 (812) 372–67–66;Санкт-Петербург, Искровский проспект, 6 к4;www.grifstroy.ru;
Русь, ЗАО;+7 (812) 371–85–73, +7 (812) 648–56–02;Санкт-Петербург, Заставская, 11 к2;psk-rus.ru;
НОРД СТОУН, ООО;+7 (812) 740–72–17;Санкт-Петербург, Московский проспект, 109;;
ПРИЗМА, ООО;+7 (812) 385–51–83;Санкт-Петербург, Прогонная, 3;prismastroy.ru;
;;;;
;;;;
Капитель;+7 (812) 309–00–80;БЦ Система,Санкт-Петербург, Выборгская набережная, 29;www.kapitel-piter.ru;
Три Строителя;+7 (812) 640–60–03;Санкт-Петербург, Выборгское шоссе, 214/9;sdbgp.ru;
Ревима, ООО;+7 (812) 940–79–50;ТОЦ Остров,Санкт-Петербург, Средний проспект В.О., 36/40;revima.ru;
СУ 61-38, ООО;+7 (812) 316–68–55, +7 (812) 316–62–44, +7 (812) 316–53–88;Санкт-Петербург, Бронницкая, 30;;
Авис-Строй, ООО;+7 (812) 339–88–97, +7 (812) 339–88–96;Санкт-Петербург, Чугунная, 14;;
ПК СКИФ, ООО;+7 (812) 719–75–91, +7 (812) 719–75–49, +7 (812) 719–76–65;Санкт-Петербург, Радищева, 5-7;skifspb.ru;
Инженерный центр по благоустройству Северо-Запада, ООО;+7 (812) 535–73–95;Санкт-Петербург, Гжатская, 21 к2;www.encentr.ru;
Простор, ООО;+7–921–982–02–98, +7 (812) 242–54–35;Санкт-Петербург, Большевиков проспект, 7 к3;pro5tor.umi.ru;
СК-Континент, ООО;+7–911–010–86–11, +7 (812) 919–00–16;Санкт-Петербург, Выборгское шоссе, 212а;www.ckkontinent.ru;
Капитал Строй, ООО;+7 (81371) 7–69–36, +7–953–362–43–64;ТРК Гатчинский, Гатчина, Чехова, 23;sales-stroy.ru;
АСК, ЗАО;+7 (812) 570–80–03;Санкт-Петербург, На Турухтанные Острова дорога, 20 к3;www.ask-house.ru;
ЕВРОЛЮКС-СТРОЙ;+7 (812) 493–58–74, +7 (812) 493–59–00, +7 (812) 493–58–73;ТОЦ Стройдом,Санкт-Петербург, Комендантский проспект, 4 лит А;www.td-evrolux.ru;
Стройгарант, ООО;+7 (812) 579–23–56, +7 (812) 710–06–74;Санкт-Петербург, Таврическая, 45;www.sgaspb.ru;
Экофлора, ООО;+7 (812) 331–87–47;Санкт-Петербург, 13-я линия В.О., 6-8;eco-flora.com;
ОДИН;+7–931–003–18–29;Санкт-Петербург, Волхонское шоссе, 4;odinspb.ru;
Синтетик Полимер, ООО;+7 (812) 409–11–04, +7–965–098–89–60;Санкт-Петербург, Сабировская, 37;sintetikpolimer.ru;
Ремэкспосервис;+7 (812) 693–02–23;Санкт-Петербург, Варшавская, 118;;
РемСтройТорг;+7 (812) 311–92–29, +7 (812) 986–28–17, +7 (812) 983–75–03;ТЦ Кронштадтский дом бытовых услуг,Санкт-Петербург, Ленина проспект, 13;www.spbrst.ru;
Свой дом. СПБ;+7–952–284–48–38;д. Кудрово, Мурманское шоссе 12 км, 2;спбсвойдом.рф;
СТ-Альянс;+7 (812) 600–46–40;БЦ Стельп,Санкт-Петербург, Рентгена, 7;st-aliance.ru;
Архитип строительных концепций, ООО;+7 (812) 244–38–05;Санкт-Петербург, Набережная реки Фонтанки, 43;ask-stroy.pro;
Эталон-строй, ООО;+7 (812) 309–48–01;Санкт-Петербург, Комиссара Смирнова, 15;;
Стройка, ООО;+7 (812) 984–65–47, +7 (812) 715–50–40;Санкт-Петербург, Ропшинская, 1;stroikaspb.com;
Альтер Групп, ООО;+7 (812) 409–95–96;Санкт-Петербург, Барочная, 8;alter.group;
Синай;+7–921–754–43–10, +7 (812) 493–37–27;БЦ 20-я Линия,Санкт-Петербург, 20-я линия В.О., 5-7;mramor-granit.org;
Визапласт;+7 (812) 983–48–69;БЦ Легион,Санкт-Петербург, Есенина, 19 к2;vizaplast.ru;
Петрострой Гарант, ООО;+7 (812) 989–93–93, +7–921–992–75–54;Санкт-Петербург, Чапаева, 28 лит А;remonts-pb.ru;
Ника, ООО;+7–900–620–77–87;м. Углово, Местечко Углово, 1;ikraski.com;
Европитер;+7 (812) 929–02–15;БЦ Гражданский 22,Санкт-Петербург, Гражданский проспект, 22;www.evropiter.ru;
ПЕРИ, ООО;+7 (812) 325–64–66, +7 (812) 325–26–83;Санкт-Петербург, Кронверкская, 23;www.reaton.ru;
;;;;
Прорез, ООО;+7 (812) 313–95–95;Санкт-Петербург, Шаумяна проспект, 4 к1 лит А;www.pro-rez.ru;
Ютта;+7 (812) 333–27–77, +7 (812) 328–76–88;Санкт-Петербург, Коломяжский проспект, 26;www.remont-otdelka.ru;
Mossebo;+7 (812) 612–48–19;Санкт-Петербург, Набережная Обводного канала, 118а лит Х;mossebo.studio;
СтройПрофильСПб, ООО;+7 (812) 331–46–08;Санкт-Петербург, Стрельбищенская, 15 к2;stroyprofilspb.ru;
HOME SERVICE PLUS;+7–904–649–16–82;БЦ Седов, Санкт-Петербург, Седова, 13;montagprof.net;
StroyTeam;+7–921–397–20–23;Санкт-Петербург, Воронежская, 116;stroyteam.me;
Камоника, ООО;+7 (812) 430–32–07, +7 (812) 340–58–98, +7 (812) 716–84–84;Санкт-Петербург, Полевая Сабировская, 3 лит Ж;www.camonica.ru;
На Уровне;+7 (812) 987–71–20;Санкт-Петербург, Большая Разночинная, 14;sk-naurovne.ru;
Ленремонт;+7 (812) 344–44–44, +7 (812) 640–60–27;Санкт-Петербург, Ветеранов проспект, 9;www.lenremont.ru;client@lenremont.ru
Премьер-Декор;+7 (812) 305–25–62, +7–921–777–24–35;ТЦ Василеостровский,Санкт-Петербург, Железноводская, 3;www.premier-decor.ru;
Гарант, ООО;+7–903–093–40–70;Санкт-Петербург, Просвещения проспект, 62;www.estategarant.ru;
Клинкер;+7 (812) 906–54–94, +7–921–906–54–94;Санкт-Петербург, Александровской Фермы проспект, 29 лит ВГ;;
СтройГруппМонтаж;+7 (812) 645–12–05;Санкт-Петербург, Нарвский проспект, 22;www.spbsgm.ru;
;;;;
СтройТехКомплект;+7 (812) 313–83–17;Санкт-Петербург, Мира, 10;stk.spb.ru;
Первая Кровельная Компания, ООО;+7 (812) 320–72–38;БЦ Софийская 14,Санкт-Петербург, Софийская, 14;pkkspb.ru;
Бургос, ООО;+7 (812) 640–80–33, +7 (812) 982–04–44, +7–962–684–56–00;ДЦ Рождественский,Санкт-Петербург, Фуражный переулок, 3;;
Зори Невские;+7 (812) 600–50–40, +7 (812) 642–92–24, +7 (812) 449–45–97;ТК Макси Сопот,Санкт-Петербург, Железноводская, 68 к1;www.n-zori.ru;
Строй-Сервис ЛТД, ООО;+7 (812) 786–28–09, +7 (812) 786–28–19, +7 (812) 740–14–77;Санкт-Петербург, Промышленная, 13 к5 лит А;www.stroy-service-ltd.ru;
ТехноБластСервис, ООО;+7 (812) 718–46–05;Санкт-Петербург, Розенштейна, 39 к2 лит А;tbsspb.ru;
Дизайн-Нева;+7–931–313–96–02;БЦ Империал,Санкт-Петербург, Стачек проспект, 48 к2;design-neva.ru;
ВИЛЛАРС-М, ООО;+7 (812) 677–30–70;Санкт-Петербург, Салова, 57;www.villarsm.ru;
ЧиЗ клининг;+7 (812) 347–70–96;Санкт-Петербург, Тореза проспект, 68 лит Б;;
Климат-Сервис;+7 (812) 649–96–96, +7 (812) 986–68–12;БЦ Мануфактура Громова,Санкт-Петербург, Обуховской Обороны проспект, 76 лит Р;ks-okna.ru;
Качество, ООО;+7 (812) 385–76–92, +7 (812) 942–83–31;Санкт-Петербург, Шафировский проспект, 8;gdepotolki.ru;
ПромСтрой, ООО;+7 (812) 363–03–25;БЦ Долина Роз,Санкт-Петербург, Аккуратова, 13;www.promstroyspb.ru;
Компания;+7 (812) 983–94–39;Санкт-Петербург, Витебский проспект, 75;;
ЭнергоСтрой, ООО;+7 (812) 313–57–14;Деловой центр Кварц,Санкт-Петербург, Пискарёвский проспект, 63;energostroyspb.ru;
АНТАРЕС трейд, ООО;+7 (812) 975–03–47, +7 (812) 235–81–74;Санкт-Петербург, Татарский переулок, 4;www.antares-stroy.spb.ru;
Эридан;+7 (812) 982–00–88, +7 (812) 927–62–26;Деловой центр Калинкинъ,Санкт-Петербург, Рижский проспект, 41 лит Г;eridan98.ru;
РИО, ООО;+7 (812) 922–28–23;Санкт-Петербург, Стачек проспект, 81 к2 ст1;рио.com;
Окна Скандинавии;+7 (812) 331–45–70;Санкт-Петербург, Большевиков проспект, 22 к6;balkon-fasad-spb.ru;
Визапласт;+7 (812) 983–48–69;Санкт-Петербург, Дальневосточный проспект, 13 к2;vizaplast.ru;
Мастерок, ООО;+7 (812) 961–52–48;ТОК Эврика,Санкт-Петербург, Седова, 11 лит А;www.remont-kvartiry.spb.ru;
А.М.-УНИВЕРСАЛ, ООО;+7–911–082–57–50;Санкт-Петербург, Васи Алексеева, 22;;
ДомМаркет;+7 (812) 985–44–80;Сертолово, Восточно-Выборгское шоссе, 25;;
Руно-95, ОАО;+7 (812) 302–60–87;Санкт-Петербург, Стачек проспект, 47;;
;;;;
Архитектурно-строительная группа, ООО;+7 (812) 458–57–56;БЦ Кондратьевский,Санкт-Петербург, Кондратьевский проспект, 15 к3;www.asg-spb.ru;
Камоника, ООО;+7–931–230–28–29, +7 (812) 916–11–12, +7–921–380–86–48;Санкт-Петербург, Горское шоссе, 1а;www.camonica.ru;
Евродом, ООО;+7 (812) 923–17–18;Санкт-Петербург, Автомобильная, 8;www.pskevrodom.ru;
Новостройка СПб, ООО;+7 (812) 777–95–45;Санкт-Петербург, Афонская, 2;www.novostroikaspb.ru;
Норд;+7 (812) 965–19–17, +7–921–965–19–17;Санкт-Петербург, Обуховской Обороны проспект, 39;;
Алтес;+7 (812) 327–03–37;Санкт-Петербург, Александра Невского, 9;www.altes.ru;
Петербургский оконный завод;+7 (812) 920–33–40, +7 (812) 643–29–95, +7 (812) 929–49–28, +7–909–584–79–14, +7–911–080–45–00;Санкт-Петербург, Маршала Новикова, 41;okna-v-piter.ru;
Камоника, ООО;+7–921–876–76–55;д. Разметелево, Колтушское шоссе, 14а;www.camonica.ru;
ЛенСтройФасад;+7 (812) 957–32–70, +7 (812) 702–86–00;Санкт-Петербург, Бабушкина, 123;len-fasad.ru;
АГИС-Монтаж, ООО;+7 (812) 903–96–77, +7 (812) 438–30–43;Санкт-Петербург, Вербная, 1Б;агис-монтаж.рф;
Каркас;+7 (812) 332–52–02;ТЦ Загородный дом,Санкт-Петербург, Ленинский проспект, 140;www.fasad.karkas.ru;
Стилпласт, ООО;+7–963–249–38–43, +7 (812) 405–87–51;Санкт-Петербург, Мира, 16;www.steel-plast.ru;
Ретро-ВИП, ООО;+7–911–931–45–37, +7 (812) 929–65–28;Санкт-Петербург, Захарьевская, 17;;
КАТ-Строй;+7 (812) 331–57–46;Санкт-Петербург, Коли Томчака, 28 лит И;www.kat-stroy.ru;
Монолит, ООО;+7–952–278–00–89;Санкт-Петербург, Вокзальная, 39;beton-zelenogorsk.ru;
АЛЕСОР Сервисез;+7 (812) 915–52–62;Санкт-Петербург, Зайцева, 4 к2;alesor.ru;
НПФ-ГУДВИЛЛ, ООО;+7 (812) 676–76–19;Санкт-Петербург, Октябрьская набережная, 31;www.npf-goodwill.ru;
Стройресурс;+7 (812) 346–57–07;Санкт-Петербург, Софийская, 72;www.str-res.ru;
ПромПрогресс, ООО;+7 (812) 603–40–49;ДЦ Кристалл,Санкт-Петербург, Седова, 37;prom-progress.ru;
ИКОСтрой;+7 (812) 388–62–72, +7 (812) 387–49–23;Санкт-Петербург, Ломаная, 11 к1;;
СтройКонстант;+7–911–008–88–82, +7–921–885–30–40, +7–911–022–10–47;Санкт-Петербург, Новгородский проспект, 7 к6;стройконстант.рф;
Демонтаж-Проф, ООО;+7 (812) 925–63–19;Санкт-Петербург, Ворошилова, 2а;demontaji.ru;
Италстрой, ООО;+7 (812) 418–26–31;Санкт-Петербург, Лифляндская, 6 лит И;italstroy.ru;
Гильдия Ремонта;+7 (812) 242–86–00;Санкт-Петербург, Курчатова, 9;гильдия-ремонта.рф;
ОмегаСтройДизайн, ООО;+7 (812) 922–62–40;Санкт-Петербург, Непокорённых проспект, 13 к1;www.omegastroydes.ru;
Пифагор;+7 (812) 331–79–37;Санкт-Петербург, Кантемировская, 7;www.spbremstroy.ru;
;;;;
Decor 3D Plus;+7 (812) 922–83–17, +7–911–922–83–17;Санкт-Петербург, Якорная, 15 к2;decor3dplus.ru;
SELECT store;+7 (812) 670–83–33, +7–921–417–93–33, +7–911–810–96–26;Санкт-Петербург, Железноводская, 32;;
Центр строительных технологий, ООО;+7–921–633–49–83;Санкт-Петербург, Лермонтовский проспект, 50;ooocst.ru;
RAL;+7 (812) 906–11–90, +7–921–334–98–03;пгт Рощино, Железнодорожная, 4а;;
СПЕЦСТРОЙВАРИАНТ, ООО;+7 (812) 926–17–99;ТЦ Балканский 3,Санкт-Петербург, Балканская площадь, 5 лит Я;specstroyvariant.ru;
Царская палата;+7 (812) 702–90–11;Гатчина, Ополченцев-Балтийцев, 6;tsar-palata.ru;
СК Вира;+7 (812) 940–08–25, +7 (812) 923–60–61;Санкт-Петербург, 22-я линия В.О., 3 лит А;www.ск-вира.рф;
New Interior;+7 (812) 335–20–17;Санкт-Петербург, Лизы Чайкиной, 25;www.new-in.ru;
HP-group;+7 (812) 602–79–79;БЦ Содружество,Санкт-Петербург, Коломяжский проспект, 27 лит А;hp-groups.ru;
Студия Элитного Жилья Александра Акименкова, ООО;+7 (812) 407–26–01;Санкт-Петербург, Маяковского, 25;www.master-service.ru;
Лофт Стайл;+7 (812) 962–42–30, +7 (812) 932–25–27;Санкт-Петербург, Богатырский проспект, 18 к1;www.loftstyle.ru;
ПереГород;+7 (812) 981–91–17;Санкт-Петербург, Набережная реки Екатерингофки, 19;peregorod.com;
Первая Торгово-Ремонтная Компания, ООО;+7 (812) 925–12–01;МЦ Круиз,Санкт-Петербург, Комендантский проспект, 4 к2 лит А;www.pt-rk.ru;
Mramoroff;+7 (812) 981–96–89, +7 (812) 903–45–68;БЦ Маркусъ,Санкт-Петербург, 10-я линия В.О., 59;mramoroff.com;
ГлавПитерСнаб, ООО;+7 (812) 970–55–99, +7 (812) 642–07–70;Санкт-Петербург, Есенина, 18 к2 лит А;glavpitersnab.ru;
ПСП, ООО;+7 (812) 603–28–08;Санкт-Петербург, Витебский проспект, 15;;
Руф Мастер, ООО;+7 (812) 327–85–90;Санкт-Петербург, Профессора Качалова, 9;www.rmsp.ru;
Инкомстрой;+7 (812) 327–21–62;Санкт-Петербург, Лиговский проспект, 56г;;
Паркет812;+7 (812) 715–44–45, +7 (812) 716–34–45, +7 (812) 983–46–34;ТВК Интерио,Санкт-Петербург, Полевая Сабировская, 54 лит А;www.parket812.ru;
Визапласт;+7 (812) 983–48–69;Санкт-Петербург, Салова, 57 к1 лит И;vizaplast.ru;
Инпром, ООО;+7 (812) 334–00–43;Санкт-Петербург, Выборгское шоссе, 34;;
Эльбрус;+7 (812) 318–50–50;Санкт-Петербург, Матроса Железняка, 57 лит А;3185050.ru;
Вышина;+7 (812) 627–65–09;БЦ Грант+,Санкт-Петербург, Октябрьская набережная, 6;vishina.ru;
РУБИН, ООО;+7 (812) 642–73–00, +7 (812) 642–07–15;Санкт-Петербург, Тамбасова, 12;dsk-rubin.ru;
Петербургский оконный завод;+7 (812) 920–33–40, +7 (812) 643–29–95, +7 (812) 929–49–28, +7–909–584–79–14, +7–911–080–45–00;ТОЦ Стройдом,Санкт-Петербург, Комендантский проспект, 4;okna-v-piter.ru;
АБZАЦ;+7 (812) 99–800–10, +7–921–905–07–70, +7 (812) 777–02–34;Санкт-Петербург, Октябрьская набережная, 31;abc-potolok.ru;
ПетроСтройПроект, ООО;+7 (812) 408–01–11, +7 (812) 992–02–22;Санкт-Петербург, Перекупной переулок, 18;www.p-proekt.ru;
Альфред, ООО;+7 (812) 612–01–75;Санкт-Петербург, Кондратьевский проспект, 70 к1;;
ПрестижСтрой;+7 (812) 571–04–80;Санкт-Петербург, Марата, 18;;
ГидроЭлемент;+7 (812) 408–14–25, +7–931–256–82–06, +7–921–448–32–44;БЦ Шереметев,Санкт-Петербург, Стачек проспект, 47 лит А;гидроэлемент.рф;
НЕВСКАЯ ПАРАЛЛЕЛЬ, ООО;+7–921–885–33–53;Санкт-Петербург, Малая Митрофаньевская, 6;cknevskaya.ru;
Апгрейд, ООО;+7 (812) 529–40–00, +7–921–777–19–79;Санкт-Петербург, Революции шоссе, 88;bigstroy.com;
Атлант;+7 (812) 928–09–08, +7 (812) 294–03–16;БЦ Вертикаль,Санкт-Петербург, Энгельса проспект, 30;atlant-rsk.ru;
Архистрой, ООО;+7 (812) 333–37–20;ДЦ Обводный Двор,Санкт-Петербург, Набережная Обводного канала, 199-201 лит Н;www.arhistroyka.ru;
Доминус;+7–961–802–69–80;Санкт-Петербург, Октябрьская набережная, 102;;
СтройЛэнд, ООО;+7 (812) 640–85–54, +7–921–909–58–92;Санкт-Петербург, Кондратьевский проспект, 2 лит Л;stroyland.spb.ru;
АЛЕВ Строй;+7 (812) 224–23–10, +7 (812) 222–16–93;Санкт-Петербург, Малыгина, 7;;
Капитал;+7–921–946–86–10, +7 (812) 532–44–83;Санкт-Петербург, Гражданский проспект, 111;kapitalspb.ru;
СтройТехнологии, ООО;+7 (812) 702–70–20, +7 (812) 950–97–30, +7 (812) 371–87–67;Санкт-Петербург, Свеаборгская, 15;www.nwst.ru;
Керамика Терракота;+7 (812) 982–54–31;Санкт-Петербург, Профессора Качалова, 9;sz-fasad.ru;
СТРОЙГРАД, ООО;+7 (812) 985–48–85;Санкт-Петербург, Генерала Хрулёва, 7а;sk-stroygrad.ru;
Кровельная Балтийская компания, ООО;+7 (812) 380–76–46, +7 (812) 940–62–12, +7 (812) 998–03–01;ДЦ Жёлтый угол,Санкт-Петербург, Маршала Говорова, 35 лит А;krovbalt.ru;
Квазар, ООО;+7 (812) 677–39–56, +7–921–855–96–65, +7 (812) 448–86–50;Санкт-Петербург, Энергетиков проспект, 10 лит А;www.kvazar-tm.ru;
Принцип Качества, ООО;+7 (812) 918–55–39;БЦ Собрание,Санкт-Петербург, Новорощинская, 4;prk-stroy.ru;
Мастерская колпаков;8–800–301–20–08, +7 (812) 308–20–08;Санкт-Петербург, Пулковское шоссе, 53;eurogib.ru;
Безупречный ремонт;+7 (812) 640–01–89;Санкт-Петербург, Киевская, 3;www.b-remont.ru;
АрхГарант, ООО;+7 (812) 309–93–66;Санкт-Петербург, Бумажная, 3;www.arhgarant.ru;
Профстиль-Строй, ООО;+7 (812) 426–97–87;Санкт-Петербург, Пионерстроя, 27;profstilstroy.ru;
ФАС, ООО;+7 (812) 971–06–06;Санкт-Петербург, Малиновская, 7;spectexspb.ru;
Модератор 365;+7–904–519–41–69, +7 (812) 981–23–29;БЦ Офис-М,Санкт-Петербург, Невский проспект, 151;moderator365.ru;
Decor DaLe;+7–960–279–34–92, +7–981–760–76–75, +7–964–363–06–44;Санкт-Петербург, Трефолева, 1 лит П;dekor-dale.ru;
АДН, ООО;+7 (812) 927–95–40;Санкт-Петербург, Набережная реки Фонтанки, 38;www.adn.tiu.ru;
Аккорд;+7 (812) 337–68–10;БЦ 76,Санкт-Петербург, Обуховской Обороны проспект, 76 лит А;www.good-walls.ru;
ИДМ строй, ООО;+7 (812) 900–10–02;Санкт-Петербург, Бассейная, 38;idmstroy.ru;
УтильБытСервис, ООО;+7 (812) 924–27–37, +7 (812) 648–28–94;Санкт-Петербург, Севастьянова, 12;www.ubs-spb.ru;
РСК Северо-Запад, ООО;+7 (812) 572–22–21, +7 (812) 572–22–23;СЗИУ РАНХиГС,Санкт-Петербург, Черняховского, 6/10;www.rsknw.ru;
ДекорАртСтрой, ООО;+7 (812) 921–30–39;БЦ Лидер,Санкт-Петербург, Конституции площадь, 7;www.dekorartstroy.ru;
Габек;+7 (812) 458–85–35;Санкт-Петербург, Непокорённых проспект, 47;www.gabec.de;
ФАС, ООО;+7 (812) 971–06–06;БЦ На Сенной,Санкт-Петербург, Спасский переулок, 14/35;spectexspb.ru;
Ассоциация IDA;+7 (812) 943–12–96, +7–963–303–00–29;Санкт-Петербург, Кирочная, 49;www.idaspb.com;
РосСтройГарант;+7 (812) 642–96–67, +7 (812) 642–34–62;Санкт-Петербург, Большая Морская, 34;росстройгарант.рф;
Евро-Стиль+;+7 (812) 912–97–66;БЦ Командарм,Санкт-Петербург, Маршала Говорова, 29;;
Периметр, ООО;+7 (812) 404–67–77;Санкт-Петербург, Владимирский проспект, 15;www.perimetr-spb.ru;
Keyla;+7 (812) 642–31–42, +7 (812) 309–48–35;Санкт-Петербург, Коммуны, 63;keyla.ru;
Прайд-Дом, ООО;+7 (812) 988–70–94, +7 (812) 649–94–84, +7 (812) 986–89–14;Санкт-Петербург, Гаврская, 2;stk-pride.ru;
Точка ремонта;+7 (812) 424–34–46;Санкт-Петербург, Туристская, 28 к1;remont-kvartir98.ru;
Лаунж групп;+7–952–233–35–55;ТОЦ Miller Center,Санкт-Петербург, Испытателей проспект, 30;lounge-spb.ru;
Домашний очаг;+7–981–819–99–05;Санкт-Петербург, Юкковское шоссе, 8 к5;;
Мегаполис, ООО;+7 (812) 325–06–89;Санкт-Петербург, Академика Лебедева, 12;;
;;;;
60 параллель, ООО;+7 (812) 742–00–22, +7 (812) 742–51–55;Санкт-Петербург, Брестский бульвар, 11;www.60-parallel.ru;
КОМПАНИЯ ВИГО, ООО;+7–931–275–55–59;Гатчина, 120 Гатчинской Дивизии, 1а;;
Промстройвзрыв, ООО;+7 (812) 956–48–55, +7 (812) 570–67–38, +7 (812) 314–20–46;Санкт-Петербург, Набережная реки Фонтанки, 117;промстройвзрыв.рф;
София-Строй;+7–981–892–16–04;БЦ Мегапарк,Санкт-Петербург, Заставская, 7;;
Cnv профремонт;+7–964–342–35–33, +7 (812) 642–35–33;Санкт-Петербург, Полюстровский проспект, 61;remont-otdelka-kvartir.spb.ru;
Гостремонт, ООО;+7 (812) 992–82–53, +7 (812) 982–54–19;Санкт-Петербург, Уткин проспект, 15 лит Е;gost-remont.ru;
Теплый дом;+7 (812) 962–05–26, +7 (812) 448–10–70;Санкт-Петербург, Возрождения, 20;tm-teplyidom.ru;
ВЫСОТА, ООО;+7 (812) 245–39–13;Санкт-Петербург, Софийская, 66;visota-stroy.ru;
ПИК, ООО;+7 (812) 676–70–75, +7–905–231–35–38;БЦ Югра Северо-Запад,Санкт-Петербург, Таллинская, 6в;www.vk-pik.ru;
КурортСтрой+;+7–905–211–01–01, +7 (812) 456–78–59;Санкт-Петербург, Токарева, 2;kyrortstroi.ru;
;;;;
МБ Строй;+7 (812) 305–90–51, +7 (812) 305–90–50;БЦ Норд-хаус,Санкт-Петербург, Коломяжский проспект, 18;www.mbstroy.ru;
Ремонтно-строительная компания;+7 (812) 982–12–11, +7–905–212–12–11, +7 (812) 988–60–59;Санкт-Петербург, Московский проспект, 30;remontkvartirvspb.com;
Альпинист, ООО;+7–921–956–31–21;Санкт-Петербург, Добролюбова проспект, 19;alpinist-vysotnik.ru;
Disaro;+7–950–001–03–14;БЦ ГАП,Санкт-Петербург, Смолячкова, 19;disaro.ru;
MastersGroup;+7 (812) 365–73–29;Санкт-Петербург, Волхонское шоссе, 6;;
Альпинист, ООО;+7–921–956–31–21;Санкт-Петербург, Добролюбова проспект, 11;alpinist-vysotnik.ru;
Wallmaster;+7–921–954–00–21;Офисный центр Ткачи,Санкт-Петербург, Набережная Обводного канала, 60;wallmaster.spb.ru;
Продемонтаж, ООО;+7 (812) 363–16–40;ДЦ Охта,Санкт-Петербург, Ворошилова, 2;prodemontazh.ru;
СК-Модерн, ООО;+7 (812) 595–63–44, +7 (812) 444–81–70;Санкт-Петербург, Елизарова проспект, 36а;;
М2-Строй, ООО;+7 (812) 924–27–06;Санкт-Петербург, Спортивная, 2в;m2-stroy.net;
Габалис, ООО;+7 (812) 944–94–68;Санкт-Петербург, Невельская, 13 лит А;;
Дом-Центр;+7 (812) 316–21–02, +7 (812) 336–42–86;Санкт-Петербург, Московский проспект, 61;www.dom-centr.ru;
ВолгаТрансСтрой-СПб, ООО;+7 (812) 309–35–11, +7–911–772–77–41, +7 (812) 493–35–11;Санкт-Петербург, Мебельная, 5;www.vts-spb.com;
ЖелДорСтрой;+7 (812) 542–97–44;Санкт-Петербург, Минеральная, 13 лит Ш;www.zds.ru;
Точка, ООО;+7 (812) 326–55–88, +7 (812) 337–25–51;Санкт-Петербург, Возрождения, 42;www.rss-tochka.ru;
Фирма Орион-В, ЗАО;+7 (812) 764–34–88, +7 (812) 764–20–37;Санкт-Петербург, Лиговский проспект, 81а;www.orion-b.ru;
Стройтехстандарт;+7 (812) 996–10–44, +7–911–990–56–00;БЦ Красная заря,Санкт-Петербург, Гельсингфорсская, 4;;
Вентрас;+7 (812) 309–85–86;Санкт-Петербург, Хошимина, 13 к1;;
НОВЫЙ ДОМ, ООО;+7 (812) 309–40–69;Санкт-Петербург, Верхний 6-й переулок, 12д;newdom1.ru;
Aleff studio;+7 (812) 926–27–33;Санкт-Петербург, Русановская, 11 лит А;aleff.spb.ru;
Развитие;+7 (812) 987–92–89;БЦ Оцелот,Санкт-Петербург, Коли Томчака, 28;;
ВТС, ООО;+7 (812) 385–55–72, +7–981–715–02–42;БЦ KROL,Санкт-Петербург, Софийская, 8 к1;www.ooobtc.ru;
Гуру-Ремонт;+7 (812) 363–01–75, +7–911–236–30–01;Санкт-Петербург, Самойловой, 5;www.guru-remont.ru;
Прованс;+7 (812) 643–33–87;Санкт-Петербург, Ленинский проспект, 153 лит А;provans-spb.ru;
;;;;
Гостремонт, ООО;+7 (812) 992–82–53, +7 (812) 927–02–96;БЦ Атолл,Санкт-Петербург, Учительская, 23 лит А;gost-remont.ru;
АСТ-ГРУПП, ООО;+7 (812) 645–70–28;Санкт-Петербург, Бассейная, 21;ast-steklo.ru;
Энергия СТП;+7–911–766–29–08, +7 (812) 495–43–36, +7–911–766–29–65;БЦ Новотроицкий,Санкт-Петербург, Обуховской Обороны проспект, 120 лит Б;;
Гута-Строй, ООО;+7–921–425–77–99;Санкт-Петербург, Серпуховская, 6;guta-stroy.ru;
ЗСК, ООО;+7 (812) 448–92–48;Санкт-Петербург, Набережная Обводного канала, 24 лит Д;www.zsc-plus.ru;
АНГОРИЯ;+7–911–991–51–61;Тосно, Вокзальная, 21;angoria.ru;
Изотех СПб, ООО;+7 (812) 910–58–41;Офисный дом Колобовых,Санкт-Петербург, Большой проспект П.С., 18;www.izoteh-spb.ru;
ЗИГА, ООО;;Санкт-Петербург, Автовская, 31;;
РОСТРА северо-запад, ООО;+7 (812) 324–75–83, +7 (812) 490–25–50;Санкт-Петербург, Воронежская, 55;rostranw.ru;
Капиталстрой;+7–961–811–59–79;Санкт-Петербург;;
Альянс СКР, ООО;+7 (812) 335–51–82, +7–921–942–20–20;БЦ Обводный 24,Санкт-Петербург, Набережная Обводного канала, 24 лит А;a-skr.ru;
Свияга, ООО;+7 (812) 640–30–97;Санкт-Петербург, Валерия Гаврилина, 11 к1;sk-sviyaga.ru;
Дельта-Строй, ООО;+7 (812) 309–05–70, +7–921–188–42–18;Санкт-Петербург, Славы проспект, 51;stiazhkapola.ru;
Райдек-Групп, ООО;+7 (812) 962–69–65, +7–999–032–26–41, +7 (812) 457–11–41;Санкт-Петербург, Лахтинский проспект, 131 лит А;ridec-group.ru;
Альтерия Строй;+7–921–747–40–38;БЦ Красная заря,Санкт-Петербург, Гельсингфорсская, 4 к1;www.alteriastroy.ru;
Дан;+7 (812) 496–55–31;Санкт-Петербург, Сердобольская, 65;;
